Gene	1891_uns	1892_uns	1909_granule	1910_granule	1895_purkinje	1896_purkinje	1893_basket	1894_basket	1903_astrocyte	1904_astrocyte	1907_oligo	1908_oligo	1899_opc	1900_opc
Clrn1	52	29	35	31	423	309	54	33	79	61	75	6	27	17
AABR07010718.1	4	5	1	1	98	85	1	0	4	0	2	0	0	0
Med12l	2743	3012	2748	4086	4072	5591	4188	3876	6420	4216	1920	792	2321	5640
Gpr171	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2ry14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC128510.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr87	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2ry13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2ry12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igsf10	148	130	29	27	66	96	111	73	141	66	79	14	48	201
RGD1559622	5	2	0	4	4	3	2	0	3	7	4	1	3	2
RGD1561998	1	2	1	5	1	5	0	0	2	2	1	2	3	1
RGD1560324	2	4	17	12	15	43	4	4	11	44	6	9	10	8
AABR07010747.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RGD1311318	0	0	1	1	1	2	1	0	0	1	2	2	0	1
Aadacl2	0	0	0	0	1	0	0	0	1	1	1	1	0	0
Aadac	1	0	3	3	0	8	1	2	7	9	2	2	24	2
Sucnr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC111231.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC111231.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC111231.2	0	0	1	1	0	1	0	0	0	0	1	0	0	0
AC111231.1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
LOC100910567	0	0	0	0	0	0	0	1	0	1	1	0	1	0
AABR07010760.2	0	0	4	6	3	0	1	0	3	0	3	1	1	4
AABR07010760.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010763.2	0	0	6	3	3	7	6	7	8	8	10	5	7	3
AABR07010763.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010763.1	0	0	0	0	2	2	0	0	0	2	2	1	19	3
Mbnl1	2923	2298	1192	2106	2198	2173	2117	1848	3526	1731	8563	3303	1956	2389
AABR07010777.1	9	2	1	0	1	4	4	6	152	65	34	11	12	15
P2ry1	5	0	1	0	0	0	1	4	45	17	0	3	0	40
AABR07010781.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AABR07010787.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rap2b	1	0	3	0	0	1	0	0	1	2	0	0	0	0
Dhx36	1229	1135	1085	1770	1805	2057	1659	1640	2261	1617	1620	998	1014	1413
Gpr149	7	9	19	25	120	157	16	15	40	9	39	11	13	51
AABR07010840.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010850.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010861.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010861.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010862.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mme	8	10	12	5	206	305	25	37	60	55	6	3	7	5
AABR07010863.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102546391	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AABR07010868.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010873.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plch1	395	427	35	30	57	64	6568	7975	771	615	118	48	60	1587
RGD1565059	60	80	31	67	90	140	107	87	186	73	123	84	65	63
AABR07010878.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc33a1	534	366	439	606	493	472	381	417	585	341	657	258	248	452
Gmps	728	555	361	681	566	1215	620	804	885	691	663	447	269	623
Vom2r44	151	260	444	544	359	1094	198	466	239	634	196	195	52	253
Vom2r46	169	122	188	153	485	814	222	229	326	353	186	66	77	194
AABR07010894.1	0	1	0	0	2	1	0	1	0	0	0	0	0	0
LOC691044	4	1	2	3	34	23	0	1	2	1	2	0	2	0
LOC691033	1	1	15	13	21	26	8	5	2	8	1	1	2	5
AABR07010919.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010935.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom2r47	1	1	27	23	82	107	1	2	4	6	11	4	13	10
AABR07010939.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010940.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010940.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010944.1	0	0	0	0	46	62	0	0	0	0	0	0	0	0
Kcnab1	4444	4056	2026	2369	37850	40329	243	207	822	809	884	601	672	2166
AABR07010948.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssr3	390	142	63	148	90	132	146	125	252	170	302	141	146	168
AABR07010985.1	1	1	9	7	22	31	5	6	5	9	3	4	9	9
AABR07010986.1	0	0	4	2	19	20	2	1	4	2	2	2	17	11
AABR07011013.1	59	76	79	96	1031	994	157	120	490	558	99	87	1196	1905
AABR07011031.1	0	1	0	0	4	9	4	1	6	17	2	2	12	21
LOC304239	59	38	16	8	58	34	83	55	92	51	142	35	34	106
Rn50_2_1765.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rn50_2_1764.2	52	29	4	10	68	8	38	34	32	13	49	11	10	16
AABR07011083.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tiparp	214	151	49	79	191	279	143	179	411	178	233	76	59	218
AABR07011084.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07011084.2	0	1	3	3	22	7	1	1	12	19	1	1	3	7
AABR07011085.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lekr1	856	663	483	508	1668	2046	1312	1267	2228	1522	934	323	376	920
AABR07011088.1	0	0	0	0	0	0	0	0	1	4	0	0	0	0
AABR07011090.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100909712	328	227	305	612	418	374	246	266	400	310	697	254	210	228
AC119603.1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Veph1	22	18	52	56	88	162	29	36	61	96	164	75	171	100
Ptx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07011117.1	0	0	0	0	13	36	0	0	0	0	0	0	0	0
AABR07011127.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07011145.1	1	0	40	41	15	21	3	2	15	27	10	7	50	31
AABR07011152.1	0	0	2	2	0	3	0	0	1	3	0	0	2	0
AABR07011278.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07011381.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07011384.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07011385.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AABR07011434.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07011500.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07011512.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AABR07011545.1	0	0	3	7	16	11	0	2	9	23	0	1	16	7
Shox2	0	1	10	7	0	4	2	1	3	2	2	1	2	2
AABR07011624.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mlf1	4	7	6	18	3	4	5	6	4	5	11	8	2	17
Gfm1	347	250	399	495	509	667	490	526	802	706	524	230	431	914
Lxn	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rarres1	79	59	31	31	33	11	53	35	201	201	83	43	455	512
AC120742.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd1	222	127	63	124	59	91	99	102	244	151	225	63	44	300
AABR07011629.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il12a	14	5	4	15	2	2	3	1	28	19	50	10	64	79
AABR07011672.1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
LOC100362176	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Ift80	700	563	385	656	358	524	324	285	768	476	1671	914	301	646
Smc4	98	77	45	68	20	31	28	24	103	83	332	116	27	60
Mir15b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim59	58	44	15	20	2	4	24	15	32	21	1101	624	24	107
Kpna4	1102	994	598	970	1119	1189	832	908	1643	1111	2077	886	945	1212
AABR07011675.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabif	16	12	94	102	66	61	30	16	42	173	135	92	291	138
AABR07011679.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl14	1	0	0	0	0	0	0	0	0	2	0	0	0	0
AABR07011682.1	37	17	10	14	26	38	13	11	23	7	26	10	3	5
Ppm1l	4037	2500	1071	1316	636	980	1358	1216	1309	783	579	256	229	559
B3galnt1	672	483	173	395	114	114	213	207	213	185	167	48	54	200
AABR07011697.1	3	2	1	5	1	0	6	1	0	2	0	0	2	3
AABR07011698.1	0	0	0	0	0	0	1	0	2	0	7	2	1	2
RGD1563620	0	0	1	0	0	0	1	0	2	1	2	0	0	1
Nmd3	458	303	371	434	344	428	466	462	467	382	337	135	258	443
AABR07011700.1	1	1	0	1	2	1	0	0	0	0	1	0	1	0
Sptssb	520	464	316	328	13	5	149	131	156	215	41	15	83	129
AABR07011705.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07011708.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07011708.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otol1	0	0	14	15	3	6	2	3	7	12	12	4	55	19
AABR07011712.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07011733.1	4	1	0	0	0	5	0	3	1	1	0	0	1	0
AABR07011744.1	1	0	0	2	4	6	2	0	0	3	2	0	1	2
AABR07011746.1	0	0	0	1	0	2	0	1	3	0	0	1	0	0
Vom1r56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vom1r55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07011770.1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AABR07011787.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Si	1	2	13	18	12	7	5	3	4	9	17	4	13	11
Slitrk3	129	77	1	4	472	499	288	347	173	154	70	19	253	468
AABR07011806.1	0	0	0	0	0	4	0	0	0	1	0	0	0	1
AABR07011808.1	0	0	0	0	0	0	0	0	0	0	0	0	2	1
AABR07011809.2	0	0	0	0	3	0	0	0	0	0	1	1	0	5
AABR07011809.1	0	0	0	0	4	0	0	0	0	0	0	0	0	5
Bche	124	164	1481	1267	366	653	278	229	621	432	1113	413	847	1000
AABR07011841.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schip1	3195	2782	1334	1989	741	1267	362	379	812	636	2764	1230	558	686
AABR07011857.1	3	0	1	0	1	1	0	0	0	4	0	1	0	3
Iqcj	17	13	44	48	72	137	27	18	32	53	24	21	46	163
AABR07011861.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbbx	7	2	11	14	11	10	5	3	4	4	4	3	11	7
AABR07011864.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpini2	0	3	9	4	0	5	3	0	6	4	6	6	5	3
Wdr49	3	12	27	21	23	28	7	5	19	30	13	7	26	19
Pdcd10	366	325	100	249	623	467	431	372	750	343	651	235	634	349
Serpini1	1824	1361	682	779	665	528	1221	1021	1960	1118	564	157	55	351
AABR07011885.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29133	4	1	3	2	3	2	0	0	8	2	0	2	4	3
AABR07011888.1	5	6	8	8	9	19	3	6	5	13	10	1	8	3
Golim4	1190	1067	667	790	1372	1394	236	219	736	449	799	430	562	1127
Fstl5	10643	10754	6910	10117	616	726	241	135	294	260	470	113	1669	2263
AABR07011908.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AABR07011912.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07011919.1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
AABR07011925.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07011927.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07011934.1	3	2	0	2	6	3	2	4	3	2	6	0	8	7
AABR07011945.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102553057	3	1	6	8	9	19	3	4	10	11	41	8	5	3
AABR07011948.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07011951.1	3	0	3	1	0	0	3	0	1	1	0	0	1	0
AABR07011954.1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
AABR07011956.1	0	0	7	0	0	0	1	0	2	2	3	0	0	0
Rapgef2	3999	3745	3102	4341	17	36	2692	2619	5171	3856	6276	3281	3530	7961
AABR07011958.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC499643	518	525	309	354	54	43	178	142	259	274	716	258	485	323
AC121415.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fnip2	2345	2095	1499	2340	326	574	1193	1078	1555	1307	3197	1287	1200	2023
AC121415.2	4	3	1	2	0	1	0	0	1	0	0	3	0	0
Ppid	403	221	166	161	414	461	348	270	487	241	608	205	159	350
Etfdh	464	354	112	106	391	444	401	411	457	228	351	121	137	219
RGD1560010	3	3	11	4	15	10	0	5	5	25	17	6	2	31
Rxfp1	27	16	35	48	1511	1924	9	4	22	36	24	21	48	23
Tmem144	55	55	1	2	366	408	16	16	415	255	653	265	88	120
AABR07011962.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07011962.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam198b	23	24	10	12	10	15	22	13	296	198	137	24	480	1086
AABR07011977.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gria2	5957	4684	5172	6174	28616	33726	6240	5909	6860	5248	1293	601	5950	9103
Mir2985	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07072744.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glrb	942	676	422	748	945	1520	1165	1134	1117	797	825	414	718	1767
Pdgfc	37	28	58	40	514	537	30	27	216	184	36	29	528	937
AC128488.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07011991.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07011993.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07011994.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07011996.1	10	6	1	0	2	7	6	3	38	12	58	3	20	17
Tdo2	0	0	5	4	2	0	0	0	3	2	1	1	7	3
AABR07011997.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07011997.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07011997.1	0	0	0	1	0	0	0	0	0	0	1	0	0	1
Asic5	4	2	0	1	1	3	1	3	30	31	25	4	1	3
Gucy1b3	443	367	166	209	703	909	460	471	737	358	364	223	778	238
AABR07011998.1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Gucy1a3	43	26	28	21	19	6	27	34	588	503	92	35	47	221
AABR07011999.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map9	434	318	308	434	281	415	324	318	507	374	292	107	350	636
Npy2r	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07012010.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm46	9	5	4	8	25	60	30	12	98	64	217	145	25	222
Lrat	0	0	0	3	0	0	0	1	1	0	5	8	0	0
Fgg	0	0	2	2	1	1	1	0	0	4	0	0	5	2
Fga	2	0	1	2	0	1	1	1	6	2	1	0	9	1
Fgb	0	0	2	0	0	2	0	0	0	0	1	0	4	1
Plrg1	162	122	92	162	127	343	133	142	178	144	167	65	72	168
AABR07012012.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AABR07012019.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07012023.1	1	0	0	0	0	1	1	5	0	1	1	1	1	0
Sfrp2	2	1	0	1	1	1	3	3	0	2	3	2	1	1
AABR07012030.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100909434	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tlr2	3	2	1	0	0	1	0	1	1	5	51	19	13	1
LOC679811	623	466	421	518	193	302	333	355	902	693	529	289	555	1244
AABR07012032.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mnd1	30	37	61	50	25	37	38	24	43	28	83	47	16	10
Trim2	2168	1706	1127	1542	1686	1838	1053	940	1491	1042	8378	3233	589	751
AABR07012039.1	11	14	28	42	39	59	40	15	43	59	916	417	11	29
AABR07012040.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhdc1	104	57	65	122	274	524	292	249	223	228	1683	839	260	324
Arfip1	873	747	442	586	878	704	837	768	1455	888	1731	647	1001	1402
AABR07012044.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tigd4	0	0	0	0	0	0	0	0	1	6	0	0	0	0
AABR07012044.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem154	7	5	14	16	10	7	8	2	1	9	112	38	23	5
AABR07012047.1	70	68	25	21	36	44	34	19	50	43	38	9	10	3
AABR07012051.2	1	1	28	16	9	9	1	2	3	16	9	6	10	7
AABR07012051.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07012053.2	1	1	4	2	1	1	0	1	0	2	1	0	1	0
AABR07012053.1	0	0	1	1	0	0	0	0	1	0	1	0	0	1
AABR07012054.1	109	48	35	47	49	45	35	33	27	19	18	7	0	32
Fbxw7	1736	1533	942	1313	1548	1908	1197	1166	1131	671	1090	302	324	880
Dear	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07012061.1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Gatb	306	260	280	425	502	984	289	323	663	556	1032	430	334	845
AABR07012065.1	0	0	1	1	13	34	0	0	0	3	1	0	5	1
AABR07012072.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07012073.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crabp2	19	24	10	12	30	47	19	18	44	31	35	14	2	107
LOC100910255	0	2	2	2	1	3	1	1	1	0	1	0	2	4
AABR07012081.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07012081.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam160a1	1	4	63	54	172	303	9	18	33	30	23	8	37	21
AABR07012095.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss48	11	12	24	16	45	70	23	23	97	40	230	87	177	168
Sh3d19	105	100	60	96	634	591	118	168	312	427	1967	979	2485	4282
Rn50_2_2049.3	6	4	1	2	0	0	3	1	1	0	8	0	1	6
Rps3a	85	50	48	39	14	83	35	43	62	50	150	46	22	106
AABR07012100.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07012100.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rn50_2_2049.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrba	5470	4993	3042	3926	6060	7284	4215	3903	5514	3678	4283	1841	2660	3724
AABR07012111.1	1	4	5	6	17	6	6	10	7	60	8	1	0	13
AABR07012113.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rn50_2_2053.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mab21l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dclk2	1616	1361	1799	2315	1162	1748	3305	3378	6891	6049	2405	1073	1938	3357
AABR07012121.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd1d1	3	0	0	0	0	0	0	0	0	1	2	1	0	0
AABR07012128.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kirrel	804	522	475	520	4	12	2055	1789	5008	4067	377	278	973	2053
Fcrl1	34	21	67	69	25	35	15	13	31	51	35	13	25	31
AABR07012128.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcrl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elp4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd5l	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07012131.2	1	1	0	1	0	0	21	9	77	12	4	5	1	1
Fcrl5	1	1	4	5	1	1	0	1	2	9	2	2	12	8
Etv3	137	71	58	111	92	72	126	104	259	133	244	50	29	255
Etv3l	0	0	3	0	0	1	0	0	5	3	2	0	6	3
AABR07012133.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AABR07012133.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07012133.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef11	3688	3034	2569	3669	2314	3077	2711	2388	4474	3284	3298	1240	2809	3116
Lrrc71	16	12	53	16	13	19	28	21	44	41	37	29	130	88
Pear1	3	2	5	4	0	16	27	13	54	85	94	67	206	215
Ntrk1	1	0	3	3	0	6	1	2	5	14	5	3	4	3
Insrr	3	0	2	1	6	1	5	11	7	5	1	1	6	8
Rn60_2_1872.3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Sh2d2a	0	2	7	6	1	6	2	1	3	8	2	2	7	3
Prcc	300	222	265	353	352	644	390	406	660	608	740	405	731	544
Hdgf	142	109	329	255	147	319	220	216	326	429	273	143	120	405
mrpl24	84	60	84	79	254	291	109	91	184	141	254	145	57	95
Rrnad1	113	80	82	72	66	123	77	74	160	98	160	83	181	117
Isg20l2	149	119	47	75	133	105	86	116	108	82	192	72	67	87
Nes	0	0	0	0	1	2	1	0	7	4	21	16	12	1
Bcan	200	94	6	6	628	802	1729	1823	2592	2608	271	165	1142	1446
Hapln2	93	46	1	0	0	0	44	56	153	89	2098	822	9	12
Gpatch4	101	65	15	48	88	100	57	68	204	74	3353	1458	156	186
Naxe	55	31	15	17	23	19	25	9	53	34	69	24	8	31
Ttc24	1	0	0	0	0	0	1	0	2	2	1	0	0	0
Iqgap3	16	14	11	28	6	15	11	15	22	27	7	8	41	83
Mef2d	945	666	585	805	665	839	753	730	1209	1205	988	367	422	923
AABR07072748.1	0	0	0	0	0	0	0	0	8	7	0	0	0	2
Mir3597-1	0	0	1	0	0	0	1	0	1	7	0	0	1	0
Rhbg	1	0	0	0	0	0	0	0	3	0	3	1	0	1
Rn60_2_1877.4	2	4	21	30	3	11	3	7	8	23	6	10	14	13
Tsacc	0	0	1	1	0	3	2	1	3	3	1	0	1	1
Cct3	301	175	214	301	434	403	239	206	304	296	382	129	342	525
AC119762.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rn60_2_1877.6	10	9	8	61	0	4	19	8	8	17	15	6	3	0
Tmem79	11	3	0	1	10	8	4	5	11	12	7	0	0	1
Glmp	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smg5	361	251	521	661	364	598	488	491	962	994	796	352	318	736
Gm21915	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paqr6	34	10	3	2	7	7	25	15	460	348	1261	481	14	35
Bglap	0	0	0	0	0	0	0	0	5	2	0	1	0	0
Pmf1	10	13	12	11	7	7	12	6	31	30	56	37	122	27
Slc25a44	158	118	178	143	102	142	153	157	299	375	308	186	150	244
Sema4a	153	101	33	182	19	28	328	303	593	436	344	162	174	102
AC119762.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmna	117	88	138	137	63	126	100	74	237	195	555	230	178	174
Rn60_2_1879.4	11	18	7	14	3	22	17	5	23	30	17	9	4	16
Mex3a	3	0	5	9	5	1	5	1	3	2	12	0	7	17
AC119762.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rn60_2_1880.5	2	0	1	4	0	0	0	0	2	0	0	0	0	0
Rab25	2	2	0	1	0	0	1	0	1	2	2	0	2	6
Lamtor2	93	28	35	52	73	71	78	64	115	94	104	57	136	46
Rn60_2_1880.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubqln4	163	112	168	157	149	260	257	306	341	304	294	101	177	191
Ssr2	119	82	261	184	75	106	108	106	242	263	212	76	304	294
AC117919.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef2	752	409	737	866	18	48	298	347	789	731	3351	1563	1201	879
RGD1565775	1161	865	1201	1527	2444	2406	1128	1216	1699	1590	1799	779	1602	2141
AABR07072749.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07072749.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07072749.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07012139.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rit1	157	136	276	255	1770	1793	234	217	603	604	377	178	1063	400
Syt11	2624	1200	1125	1639	1183	1250	1306	1182	2211	1949	5883	2795	2473	3363
Gon4l	677	570	1071	1265	1693	1923	1050	978	2077	1952	1105	548	965	1881
AC097294.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Msto1	3	1	4	30	1	2	7	4	5	11	6	7	7	0
Dap3	327	242	358	341	266	303	278	286	513	627	324	151	673	334
Ash1l	5058	3919	2830	3610	3930	4630	3057	2722	5284	3611	5982	2602	3549	4925
Fdps	461	273	468	421	487	810	300	321	391	351	355	156	168	240
AC097039.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pklr	0	1	1	1	0	0	2	0	1	0	0	2	0	0
Hcn3	44	38	117	35	6	54	66	66	100	106	26	9	11	17
Clk2	550	372	437	565	600	753	439	466	993	922	1116	387	640	777
Mir3541	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam189b	279	232	152	128	311	408	162	177	228	295	99	61	8	100
Gba	390	205	322	309	177	416	246	234	568	519	481	243	125	472
Mtx1	704	280	125	134	97	129	162	142	305	240	227	137	95	78
Thbs3	3	2	0	2	1	2	4	3	39	26	7	7	5	9
Mir92b	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Muc1	0	0	0	1	0	1	2	2	12	12	3	0	4	0
Trim46	118	105	184	233	132	195	67	91	81	101	39	13	283	87
Krtcap2	76	73	108	92	122	107	68	85	170	169	227	76	112	94
Dpm3	4	1	0	0	0	0	0	1	0	0	2	1	0	2
Slc50a1	96	73	13	43	23	33	30	38	113	98	307	81	25	54
Efna1	14	9	19	4	0	4	6	4	48	25	121	52	61	47
AC098750.2	2	1	0	3	0	0	0	0	3	2	3	1	1	0
AC098750.4	0	0	0	0	0	0	0	0	0	0	0	0	1	5
Efna3	0	1	0	2	0	8	5	7	4	10	0	0	0	0
Efna4	3	2	0	0	0	0	3	0	13	5	0	0	0	0
Adam15	67	47	48	65	117	174	107	97	195	286	114	53	74	239
AC098750.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcst1	20	18	11	19	146	256	27	32	182	118	669	334	192	137
Dcst2	24	27	11	11	53	55	23	43	83	100	139	88	83	6
Zbtb7b	71	61	85	69	118	228	108	133	198	322	206	145	126	92
Flad1	80	52	70	51	49	62	43	58	74	92	88	38	32	126
Lenep	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cks1b	3	0	1	0	5	8	1	0	5	8	5	6	2	0
Shc1	53	48	73	71	204	306	133	136	545	494	379	238	318	475
Pygo2	33	12	36	56	7	74	24	17	87	73	107	40	1	29
AC098750.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pbxip1	22	11	2	2	1	7	13	24	349	381	238	161	16	43
Pmvk	39	29	26	51	28	95	81	99	218	215	416	175	606	182
Kcnn3	61	60	20	25	63	151	207	128	559	515	68	47	1137	1429
Adar	580	408	453	478	400	603	499	466	942	768	1826	732	1102	608
Chrnb2	389	196	147	104	142	361	200	203	190	119	87	15	3	48
Ube2q1	227	157	233	317	217	256	160	196	378	404	401	145	239	581
