Gene	1464_lt_granule	1465_lt_basket	1463_lt_glia	1468_zh_granule	1469_zh_basket	1467_zh_glia	1410_sg_granule	1426_sg_basket	1394_sg_glia	1411_or_granule	1427_or_basket	1395_or_glia
MIR509-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR509-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR507	0	0	0	0	0	1	0	0	1	0	0	7
MIR513A1	0	0	0	0	0	0	0	0	1	0	0	1
MIR508	0	0	0	0	0	0	0	0	0	0	0	4
MIR513A2	0	0	0	0	0	0	0	0	0	0	0	0
FMR1	820	306	553	907	383	545	1547	811	457	1025	628	2958
FMR1-AS1	9	19	8	6	13	13	22	7	1	5	14	20
FMR1NB	9	5	7	10	7	7	15	25	6	14	10	59
CXorf40A	5	20	13	27	11	6	12	13	9	15	12	44
IDS	3963	4006	1302	5383	3226	1108	9381	5670	1172	6991	5627	7566
LINC00893	146	218	127	142	209	56	359	286	78	212	353	593
HSFX2	0	0	0	0	0	0	0	0	0	0	0	0
HSFX1	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA9	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA9B	0	0	0	0	0	0	0	0	0	0	0	0
TMEM185A	367	158	281	493	155	237	664	486	124	463	364	920
MAGEA11	1	5	2	0	1	0	1	6	0	0	3	16
MAGEA8	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA8-AS1	59	14	8	57	13	9	119	35	12	99	46	72
LINC00850	109	40	4	94	23	6	212	88	20	170	99	97
CXorf40B	13	17	15	20	7	12	25	11	13	13	8	101
MIR2114	0	0	0	0	0	0	0	0	0	0	0	0
HMGB3	6	10	6	6	3	5	20	3	59	20	10	28
GPR50	0	0	1	0	0	0	0	0	0	0	0	0
MIR4330	0	0	0	0	0	0	0	0	0	0	0	0
GPR50-AS1	0	0	0	0	0	0	0	1	0	0	0	0
VMA21	213	224	124	149	149	84	308	265	71	329	318	605
PRRG3	1	16	4	0	14	4	0	89	10	0	23	1
CNGA2	0	0	0	0	0	0	0	1	0	1	0	1
FATE1	0	0	0	0	0	0	1	1	0	0	0	2
GABRE	2	0	47	1	2	47	2	0	143	0	0	331
MAGEA4	0	0	0	0	0	0	0	0	0	0	0	0
MIR224	0	0	0	0	0	0	0	0	0	0	0	0
MIR452	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA10	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA10-MAGEA5	1	2	1	1	2	1	1	2	5	1	2	6
MAGEA5	0	0	0	0	0	0	0	0	0	0	0	0
MIR105-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR767	0	0	0	0	0	0	0	0	0	0	0	0
MIR105-2	0	0	0	0	0	0	0	0	0	0	0	0
GABRQ	1	1	10	0	2	39	0	1	1	1	4	109
MAGEA2	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA12	0	0	0	0	0	0	0	0	0	0	0	0
CSAG1	0	0	0	0	0	0	0	0	0	0	0	0
CSAG3	0	0	2	0	0	2	0	0	1	0	0	10
MAGEA2B	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA6	0	0	0	0	0	0	0	0	0	0	0	0
CSAG4	0	0	0	0	0	0	0	0	0	0	0	0
NSDHL	199	156	309	145	164	414	260	285	153	272	285	1686
PNMA3	1	61	11	5	63	10	10	155	18	36	62	115
PNMA5	1	6	1	0	15	1	0	6	0	1	11	1
PNMA6A	11	29	12	7	22	6	16	30	2	22	24	33
MAGEA1	0	0	0	0	0	0	0	0	0	0	0	0
ZNF275	254	205	379	230	219	446	492	440	368	359	387	2452
TREX2	0	0	1	0	0	0	0	0	0	2	0	1
ZFP92	1	4	1	4	7	0	4	6	2	6	3	12
ATP2B3	791	820	19	854	832	9	1671	1558	30	2104	2061	118
FAM58A	25	31	38	27	19	19	46	11	1	47	24	150
BGN	9	3	43	12	34	25	27	62	45	16	70	495
LOC105373383	1	0	3	5	0	3	8	1	0	2	2	7
DUSP9	1	0	4	0	1	7	0	0	4	0	0	63
SLC6A8	103	154	255	125	120	257	252	303	108	317	310	2081
PNCK	2	13	2	4	9	11	8	11	3	9	13	154
BCAP31	33	72	48	36	36	42	42	124	37	66	154	246
ABCD1	7	17	27	7	9	26	5	5	14	16	7	124
PLXNB3	70	8	776	68	23	638	145	5	686	214	63	5242
SSR4	12	13	23	18	12	18	46	5	28	37	41	288
IDH3G	32	58	72	44	65	45	129	158	71	153	85	550
SRPK3	1	0	10	8	5	20	18	3	35	31	6	168
PDZD4	353	238	59	345	243	76	759	504	69	839	395	345
HCFC1	159	140	207	152	175	247	400	301	267	552	294	1833
ARHGAP4	21	9	18	17	21	14	38	7	13	98	14	154
NAA10	46	54	98	44	53	89	83	110	105	98	56	899
MIR3202-1	0	0	0	0	0	0	0	0	0	0	0	0
RENBP	0	2	29	0	1	26	1	1	13	1	1	217
AVPR2	25	2	0	22	0	0	72	0	0	62	2	12
MIR3202-2	0	0	0	0	0	0	0	0	0	0	0	0
TMEM187	19	51	33	27	41	40	29	21	44	30	41	218
LCA10	4	0	0	1	0	0	4	0	0	3	0	1
HCFC1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
MECP2	1992	1399	1383	2199	1324	1472	4421	2873	1353	3452	2550	8524
IRAK1	8	13	33	13	14	21	31	27	34	30	26	164
MIR718	0	0	0	0	0	0	0	0	0	0	0	0
OPN1MW2	0	0	0	0	0	0	0	0	0	0	0	0
OPN1LW	0	0	0	0	0	1	0	0	0	1	0	0
RPL10	41	33	106	151	24	165	121	166	226	124	93	578
FLNA	13	7	54	25	21	165	55	50	132	56	17	461
TKTL1	0	3	0	2	1	2	5	5	3	1	6	12
EMD	18	13	26	53	19	43	38	34	28	44	15	228
SNORA70	0	0	0	0	0	0	0	0	0	0	0	0
LAGE3	3	1	1	6	8	4	6	0	0	9	9	28
SLC10A3	0	1	18	6	3	8	7	16	8	4	2	123
FAM3A	76	72	211	91	78	198	235	160	127	189	250	1304
UBL4A	16	3	16	9	4	16	36	14	2	32	30	57
TAZ	127	199	228	137	202	226	291	383	229	306	353	1910
GDI1	651	857	676	687	709	476	1419	1160	758	1690	1449	3747
MIR6858	0	0	0	0	0	0	0	0	0	0	0	0
ATP6AP1	82	187	92	94	105	71	217	300	88	270	282	846
FAM50A	52	53	118	68	94	104	107	76	95	132	79	1020
PLXNA3	81	7	97	111	11	121	243	35	128	272	12	850
CH17-340M24.3	0	0	3	2	3	1	6	10	10	1	13	10
IKBKG	7	11	11	11	12	17	13	21	19	9	21	69
CTAG2	0	0	0	0	0	0	0	0	0	0	0	0
CTAG1A	0	0	0	0	0	0	0	0	0	0	0	0
FAM223A	0	0	0	0	0	0	0	0	0	0	0	0
CTAG1B	0	0	0	0	0	0	0	0	0	0	0	0
FAM223B	0	0	0	0	0	0	0	0	0	0	0	0
GAB3	26	4	335	17	11	342	23	15	326	24	16	1349
DKC1	173	85	143	161	91	131	286	150	78	242	133	779
MIR664B	0	0	0	0	0	0	0	0	0	0	0	0
SNORA36A	0	0	0	0	0	0	0	0	0	0	0	0
SNORA56	0	0	0	0	0	0	0	0	0	0	0	0
H2AFB3	0	0	0	0	0	0	0	0	0	0	0	0
MIR1184-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR1184-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR1184-3	0	0	0	0	0	0	0	0	0	0	0	0
SMIM9	10	1	5	3	1	4	7	29	0	3	8	8
F8A1	3	0	1	1	1	1	15	2	8	3	1	4
F8A2	0	0	0	0	0	0	0	0	0	0	0	0
H2AFB1	0	0	0	0	0	0	0	0	0	0	0	0
H2AFB2	0	0	0	0	0	0	0	0	0	0	0	0
F8A3	0	0	0	0	0	0	0	0	0	0	0	0
FUNDC2	287	280	174	282	240	283	693	499	180	428	392	1402
MTCP1	0	0	0	0	0	0	0	0	0	0	0	0
CMC4	15	22	9	10	5	11	23	43	7	36	13	20
BRCC3	1203	740	606	1112	605	517	2700	1464	566	1468	1290	2709
RAB39B	88	99	38	86	74	49	228	212	22	175	219	320
VBP1	249	139	154	221	135	154	571	298	188	379	256	1082
TMLHE-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927830	0	0	0	0	0	0	0	0	0	0	0	0
VAMP7	586	434	691	569	385	520	874	677	412	590	589	2933
IL9R	9	8	3	10	7	2	14	1	1	0	0	1
DDX11L16	0	1	0	0	0	0	0	1	0	1	1	2
PCDH11Y	56	78	487	43	57	62	79	111	370	69	53	264
PRKY	287	13	88	4	6	3	871	8	58	4	5	32
NLGN4Y	8543	5188	9730	37	44	36	15369	10440	9913	61	89	190
TTTY14	17248	7796	4761	27	62	32	34843	13118	4645	33	54	127
LINC00278	12	26	1718	3	8	2	15	30	2239	7	8	26
TTTY2B	0	0	0	0	0	0	0	0	0	0	0	0
TBL1Y	10	12	124	8	10	8	18	20	29	6	16	52
TTTY2	0	0	0	0	0	0	0	0	0	0	0	0
UTY	6324	5240	8618	9	30	21	10817	9126	5996	28	30	83
USP9Y	3473	3348	1898	7	22	15	6456	6703	1831	9	16	39
HSFY1	0	0	0	0	0	0	0	0	0	0	0	0
HSFY2	0	0	0	0	0	0	0	0	0	0	0	0
EIF1AY	66	43	123	0	1	2	115	159	71	1	0	2
RBMY1E	0	0	0	0	0	0	0	0	0	0	0	0
RBMY1A1	0	0	0	0	0	0	0	0	0	0	0	0
RBMY1D	0	0	0	0	0	0	0	0	0	0	0	0
RBMY1B	0	0	0	0	0	0	0	0	0	0	0	0
RBMY1F	14	8	4	8	6	14	39	18	8	7	14	45
TTTY4C	0	0	0	0	0	0	0	0	0	0	0	0
RBMY1J	0	0	0	0	0	0	0	0	0	0	0	0
TTTY4	0	0	0	0	0	0	0	0	0	0	0	0
TTTY4B	0	0	0	0	0	0	0	0	0	0	0	0
DAZ3	0	0	0	0	0	0	0	0	0	0	0	0
DAZ4	0	0	0	0	0	1	0	0	0	1	0	0
DAZ2	0	0	0	0	0	0	0	0	0	0	0	0
BPY2	0	0	0	0	0	0	0	0	0	0	0	0
BPY2B	0	0	0	0	0	0	0	0	0	0	0	0
BPY2C	0	0	0	0	0	0	0	0	0	0	0	0
SRY	0	0	0	0	0	0	0	0	0	0	0	0
RPS4Y1	456	402	685	2	0	3	699	492	621	1	0	2
ZFY	742	371	564	3	1	3	1501	835	504	1	3	2
TGIF2LY	0	0	0	0	0	0	0	0	0	0	0	0
TTTY23B	0	0	0	0	0	0	0	0	0	0	0	0
TTTY23	0	0	0	0	0	0	0	0	0	0	0	0
TSPY2	0	0	0	0	0	0	0	0	0	0	0	0
TTTY1B	0	0	0	0	0	0	0	0	0	0	0	0
LINC00280	1	1	1	3	0	0	2	2	0	0	0	6
TTTY1	0	0	0	0	0	0	0	0	0	0	0	0
TTTY8B	0	0	0	0	0	0	0	0	0	0	0	0
TTTY21B	0	0	0	0	0	0	0	0	0	0	0	0
TTTY7B	0	0	0	0	0	0	0	0	0	0	0	0
TTTY21	0	0	0	0	0	0	0	0	0	0	0	0
TTTY8	0	0	0	0	0	0	0	0	0	0	0	0
TTTY7	0	0	0	0	0	0	0	0	0	0	0	0
AMELY	0	0	0	0	0	0	0	0	1	0	0	0
TTTY16	0	0	0	0	0	0	0	0	0	1	0	0
TTTY12	0	0	0	0	0	0	0	4	0	0	0	0
TTTY19	0	0	4	0	0	0	0	0	0	0	0	0
TTTY18	0	0	0	0	0	0	0	0	0	0	0	0
TTTY11	1	0	1	0	2	0	1	0	1	1	1	2
TSPY8	0	0	0	0	0	0	0	0	0	0	0	0
TSPY3	0	0	0	0	0	0	0	0	0	0	0	0
TSPY10	0	0	0	0	0	0	0	0	0	0	0	0
FAM197Y5P	0	0	0	0	0	0	0	0	0	0	0	0
TSPY4	0	0	0	0	0	0	0	0	0	0	0	0
TTTY20	0	0	0	0	0	0	0	0	0	0	0	0
FAM197Y2P	0	0	0	0	0	0	0	0	0	0	0	0
RBMY1A3P	0	0	0	0	0	0	2	1	0	1	0	1
TSPY1	0	0	0	0	0	0	0	0	0	0	0	0
RBMY3AP	2	0	1	1	0	0	0	0	2	0	0	3
TTTY22	1	0	0	0	1	2	1	0	0	1	1	2
GYG2P1	6	282	18	0	0	2	1	481	4	0	1	3
TTTY15	435	470	256	1	1	3	731	661	222	3	1	3
DDX3Y	350	297	268	0	1	0	633	493	245	0	0	2
TMSB4Y	9	1	18	0	0	0	7	8	30	0	0	0
VCY1B	0	0	0	0	0	0	0	0	0	0	0	0
VCY	0	0	0	0	0	0	0	0	0	0	0	0
NLGN4Y-AS1	0	0	0	0	0	0	0	0	0	0	0	0
FAM41AY2	0	0	0	0	0	0	0	0	0	0	0	0
FAM41AY1	0	0	0	0	0	0	0	0	0	0	0	0
FAM224A	0	0	0	0	0	0	0	0	0	0	0	0
FAM224B	0	0	0	0	0	0	0	0	0	0	0	0
XKRY	0	0	0	0	0	0	0	0	0	0	0	0
XKRY2	0	0	0	0	0	0	0	0	0	0	0	0
CDY2A	0	0	0	0	0	0	0	0	0	0	0	0
CDY2B	0	0	0	0	0	0	0	0	0	0	0	0
TTTY9A	0	0	0	0	0	0	0	0	0	0	0	0
TTTY9B	0	0	0	0	0	0	0	0	0	0	0	0
BCORP1	28	7	12	11	7	14	29	11	15	7	9	41
TXLNGY	486	879	666	2	6	3	890	1412	420	7	1	15
KDM5D	2346	1207	1528	2	7	0	3813	2724	1059	4	1	4
TTTY10	1041	979	694	27	34	40	1596	2079	795	32	36	149
RPS4Y2	1	1	2	0	1	1	1	1	0	0	0	1
RBMY2EP	0	0	0	0	0	0	0	0	0	0	0	0
PRORY	0	0	1	0	0	1	1	0	0	0	0	0
TTTY13	0	0	0	0	1	0	0	0	0	0	0	0
PRY	0	0	0	0	0	0	0	0	0	0	0	0
TTTY6	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929148	0	2	0	1	0	0	2	0	0	1	0	4
TTTY6B	0	0	0	0	0	0	0	0	0	0	0	0
PRY2	0	0	0	0	0	0	0	0	0	0	0	0
RBMY2FP	0	0	0	0	0	0	0	0	0	0	0	0
TTTY5	0	0	0	0	0	0	0	0	0	0	0	0
LOC100652931	0	0	0	0	0	0	0	0	0	0	0	0
TTTY17B	0	0	0	0	0	0	0	0	0	0	0	0
TTTY17A	0	0	0	0	0	0	0	0	0	0	0	0
TTTY17C	0	0	0	0	0	0	0	0	0	0	0	0
DAZ1	0	0	0	0	0	0	0	0	0	0	0	0
TTTY3B	0	0	0	0	0	0	0	0	0	0	0	0
TTTY3	0	0	0	0	0	0	0	0	0	0	0	0
CDY1B	0	0	0	0	0	0	0	0	0	0	0	0
CDY1	0	0	0	0	0	0	0	0	0	0	0	0
CSPG4P1Y	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA2P2Y	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA2P3Y	0	0	0	0	0	0	0	0	0	0	0	0
CTNNA3	428	267	43029	515	1003	38485	1008	546	31464	414	1268	198761
RSU1	2482	567	1294	3321	723	1282	4627	1089	795	3933	913	6079
BICC1	25	110	224	23	66	307	46	140	117	31	102	860
SGMS1	3928	3676	8875	4714	3551	8680	6517	7114	5691	4397	6427	40205
GPR158-AS1	63	36	19	74	82	15	146	57	20	99	117	165
BCCIP	155	162	139	131	201	190	287	261	103	255	270	804
C10orf11	53	104	14689	49	426	17378	66	310	16562	47	578	91309
CPEB3	4252	4614	2683	4514	3783	3922	6820	7340	2718	5117	6566	11821
IDI1	265	98	307	603	145	1221	431	205	227	285	220	1766
SFMBT2	2749	3689	4674	3387	3915	6063	4444	6244	5096	3497	5815	31655
PITRM1	418	275	383	398	342	420	860	698	510	649	569	3128
PITRM1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
CAMK1D	6291	5003	2634	10345	5190	3586	12519	9543	2933	10508	9857	10420
FAM107B	836	98	5275	1103	346	3416	1941	344	2122	1359	387	29693
USP6NL	223	545	1384	324	778	2145	563	998	1718	296	914	8031
NEBL	21294	3305	8279	29811	5117	14841	42137	8256	9514	23330	7001	38405
KIAA1217	99	1056	7570	69	3348	11170	111	6016	11604	95	5738	43604
PLXDC2	25	136	9056	115	369	5447	37	247	3080	33	436	36426
MRC1	1	4	39	8	6	25	9	6	8	2	17	383
ZEB1	5773	2610	4004	6709	2530	6192	10434	5299	5588	6683	4402	23177
CCDC7	7574	6475	5839	5325	4877	4334	9182	8258	3761	6420	7914	21220
PARD3	24	840	7498	36	435	12511	44	1480	9590	46	1011	39258
FRMPD2	8	11	1449	3	13	1719	6	5	1994	5	25	9142
PCDH15	966	129	6747	28	266	9690	74	176	6588	35	424	39752
PRKG1	140	4330	3657	142	13528	10685	200	12360	7818	173	9676	9635
LOC105378311	0	0	0	0	0	0	0	0	0	0	0	0
SUPV3L1	424	669	325	361	530	381	801	1211	298	581	1187	1707
ADK	4846	4644	3628	5213	4564	3938	9484	8081	2494	5640	6840	18714
DNAJB12	366	339	363	352	277	306	763	535	299	668	329	2311
MYPN	5	13	3	7	11	3	11	3	1	7	13	27
ANXA7	922	975	584	758	670	492	1355	1626	426	1162	1530	3750
KCNMA1	59	35945	10373	34	45400	15145	51	67519	9422	25	60705	40821
NRG3	135	6561	27973	1682	7420	45754	326	18055	33665	1818	12166	122646
NUTM2B-AS1	4641	2147	2496	3085	1360	1581	9221	3928	1864	4335	3505	10703
PCGF5	2406	1835	4812	2911	1667	5406	5198	3922	3917	2776	2369	22401
GRID1	119	47215	25464	97	47974	26127	178	89717	21486	89	80996	124304
SORBS1	5925	12364	13395	8373	13775	27461	9901	25480	19517	6384	21403	83556
TLL2	6	6	212	18	16	122	15	9	52	6	11	998
HPSE2	97	85	4976	73	110	3514	126	256	2753	97	158	14404
MYOF	5	25	90	4	38	95	10	26	101	7	26	535
SLC25A28	145	123	211	183	147	249	267	243	137	210	169	1557
UBTD1	279	132	458	477	128	533	630	202	417	366	237	2884
SORCS1	46	1530	1207	41	2431	1613	80	3977	1157	36	2045	7135
SH3PXD2A	3268	255	1664	4037	356	2024	8224	283	1189	7987	565	11367
WBP1L	478	366	754	420	359	859	766	630	677	782	707	4809
SORCS3	93	66318	2574	75	38315	2425	78	101897	2735	57	84636	13247
LINC01435	11	421	22	13	492	14	28	1130	32	11	564	48
ATRNL1	73	607	6633	69	1760	7406	135	1791	7122	105	2287	34685
ADD3	3581	915	5308	3228	789	6523	5188	1668	4386	4296	1631	26235
METTL10	1026	1042	759	1032	795	582	2037	2126	621	1468	1715	2934
PLPP4	3411	42	2042	14	126	1616	1211	95	1677	151	173	9666
RGS10	2	4	47	3	4	32	8	9	7	5	13	196
JAKMIP3	841	236	1553	756	285	1504	1476	480	911	1417	741	12130
PTPRE	1150	4158	1979	1535	5974	2459	2226	8617	1673	1671	9409	12577
KNDC1	931	318	544	1051	304	414	2035	390	602	1879	609	2757
DIP2C	9048	5303	12111	10247	6098	11950	14828	9232	7103	13065	8356	61413
PRR26	0	0	0	0	0	0	0	0	0	0	0	0
LARP4B	2335	1576	1815	2295	1383	2033	3940	2739	1568	3185	2399	9548
ADARB2	81	42962	9305	55	49029	12121	73	84815	8686	94	62260	49105
LOC105376360	11	12	24	13	12	35	15	16	8	11	21	77
LOC101927964	4	2	28	1	1	124	6	4	45	2	1	283
GDI2	792	750	889	633	478	630	1317	924	692	1066	1025	4307
FBXO18	697	690	761	671	650	806	1256	1373	725	974	1050	3881
UCN3	0	0	1	1	0	1	1	0	1	0	0	1
IL2RA	0	0	12	2	1	7	7	5	4	2	8	39
PFKFB3	509	1212	3867	542	789	7604	939	1529	4568	889	1339	28680
PRKCQ	13	59	2680	9	165	2937	26	132	2099	14	405	30901
LINC00707	37	43	337	31	49	491	31	40	277	31	45	1593
ITIH2	265	177	54	218	114	49	406	280	62	409	402	884
TAF3	2589	1506	1770	2889	1617	1715	5041	3141	1355	3127	2277	8290
ITIH5	3	11	40	3	9	56	2	29	38	3	29	238
LOC105755953	1	1	3	0	0	1	0	0	0	1	1	1
CELF2	7457	5555	7368	10284	5715	11813	12571	10745	10541	8691	7750	41469
UPF2	1172	865	1007	1229	657	1049	2424	1414	877	1658	1159	5086
NUDT5	239	172	233	204	214	259	431	435	258	354	440	1757
BEND7	678	26	443	1058	53	681	1320	37	559	1088	124	2429
CCDC3	740	291	462	708	203	508	1374	368	440	1019	450	2459
OPTN	555	184	298	534	182	431	923	315	285	796	463	1965
FRMD4A	2804	54459	6228	5583	45880	7571	5366	97650	5982	3603	88133	33580
DCLRE1C	412	268	227	479	260	205	942	577	208	571	429	1252
ITGA8	197	217	545	522	528	396	899	1171	255	195	483	1620
OLAH	2	2	82	0	4	165	4	0	88	0	2	555
FAM171A1	1444	3467	3482	1705	3130	4926	2255	5683	3101	2172	5499	22036
FAM188A	1998	977	1066	2237	1057	1170	3629	2092	761	2161	1609	4566
C1QL3	120	0	1	112	0	0	215	0	2	158	2	47
TRDMT1	1109	416	582	856	447	603	1839	1184	483	889	621	2376
STAM	2144	861	1055	2141	894	1108	4047	1611	705	2537	1504	5160
CUBN	335	143	266	278	165	269	581	158	237	400	148	1345
ST8SIA6	17	15	19	10	10	14	21	20	32	6	4	91
CACNB2	10360	6295	5216	14642	3790	15822	18528	9883	9540	13309	9866	28383
SLC39A12	14	13	162	12	16	239	20	27	187	18	22	603
NSUN6	1805	1563	1866	1925	1528	1791	2482	1795	1657	2044	1922	8428
MALRD1	46	74	458	33	73	412	57	187	423	48	95	1320
DNAJC1	1502	1117	2502	2096	1350	3490	2813	2787	1665	1436	1655	13217
MLLT10	7096	5121	5903	7552	3902	6015	13192	7590	4255	8277	8509	28336
CASC10	1	0	2	0	1	3	1	1	1	2	1	14
ARMC3	12	147	403	4	111	317	16	251	160	6	304	1427
SPAG6	10	14	72	8	8	31	24	16	35	8	21	544
PIP4K2A	523	878	24430	701	1491	18308	777	1774	8783	285	1374	103966
C10orf67	2	66	13	0	24	12	1	34	12	0	61	160
ENKUR	178	211	211	187	228	244	399	497	291	294	393	1353
PRTFDC1	365	735	2282	305	624	2286	632	1415	2014	487	1387	11460
ARHGAP21	8549	2706	15827	8666	3239	14538	16339	5487	10281	10349	5886	68378
GPR158	20977	4849	3211	26263	5368	2805	43299	10423	3083	23441	9016	19955
LINC00836	29	31	1693	38	53	1107	68	91	3488	64	132	5588
MYO3A	13	156	21	12	58	19	57	150	9	21	100	53
APBB1IP	5	12	238	2	34	154	18	48	66	8	52	1087
YME1L1	1050	706	829	999	617	706	2103	1327	857	1481	1162	4612
PDSS1	491	473	328	419	433	426	905	1399	339	700	971	1576
ARMC4	17	9	186	22	20	255	14	15	225	23	35	609
MPP7	3197	86	121	4544	186	152	4982	218	142	3772	289	336
RAB18	1395	1097	781	1177	891	881	2676	2189	730	1703	1397	4157
LOC105376468	145	59	36	96	36	54	289	48	54	100	28	124
WAC	6797	1864	3070	7142	1704	3585	14227	4010	2577	9084	3308	16074
SVIL	36	519	716	24	232	1390	71	622	847	51	634	4151
KIAA1462	0	11	17	1	13	11	0	9	16	2	7	52
ZNF438	1241	837	2680	1540	876	3535	2279	1438	2545	1854	1211	14020
LOC101929352	67	81	390	64	48	670	156	202	506	118	207	2419
ARHGAP12	1310	1336	1495	1586	1188	2132	2600	2116	1476	1545	1631	7723
EPC1	2344	1270	1905	2265	1262	2027	4448	2778	1791	2895	1899	10727
NRP1	1	39	39	1	12	14	5	10	33	2	12	210
CREM	804	521	997	835	564	1110	1452	1197	985	864	848	4918
CCNY	3240	2541	6522	3537	2688	7026	6579	5882	4997	4438	4811	34513
PCAT5	1	3	1	0	2	0	0	4	0	1	4	1
ANKRD30A	8	13	7	7	10	6	8	13	7	4	19	48
ZNF33A	2877	1505	1414	2860	1195	1287	5526	2663	807	3827	2343	6758
CCNYL2	17	12	22	15	5	15	14	15	14	10	20	121
ZNF33B	1851	1256	362	1776	890	336	3341	1868	294	2121	1981	1673
LOC441666	191	368	345	160	266	190	501	458	134	702	956	2262
ZNF32-AS2	0	0	0	0	0	0	0	0	0	0	0	0
RET	19	136	18	22	168	26	33	160	10	8	89	23
ZNF32	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724264	0	0	0	0	0	0	0	0	0	0	0	0
ZNF32-AS3	53	74	34	36	75	28	113	76	57	45	158	210
RASGEF1A	374	596	59	452	776	69	769	1415	51	650	1202	277
TMEM72-AS1	765	234	942	586	332	1237	1097	414	1052	1006	505	5175
FAM21C	388	393	453	413	396	431	617	661	376	692	820	2585
MARCH8	3139	1702	1951	3398	1716	2086	5910	4214	1539	4238	2685	10406
PARGP1	1409	1045	1111	1622	849	1133	2472	1596	706	1580	1561	4300
NCOA4	388	379	393	444	288	336	947	518	182	585	503	1892
BMS1P5	891	425	586	1000	447	952	834	388	253	817	538	2181
PTPN20	886	1350	150	476	509	38	571	811	48	572	1002	454
LINC00842	2	4	342	3	13	454	5	6	295	0	7	998
ANTXRLP1	0	1	4	0	4	4	2	3	2	0	16	9
FAM35DP	10	10	23	10	18	21	13	23	5	9	10	51
VSTM4	4	104	953	10	144	1097	11	198	869	14	157	6005
ARHGAP22	1092	155	2823	1580	135	2396	3334	160	1821	1891	168	12654
WDFY4	9	24	114	12	32	112	7	40	71	5	34	802
MAPK8	5106	2050	3526	5163	2308	3799	9911	4459	3054	5426	3756	17526
PARG	1187	752	714	1191	636	863	1872	1143	517	1376	1211	3994
ASAH2	11	25	12	1	1	3	23	17	7	8	46	69
FAM21A	279	386	343	266	335	407	492	581	335	378	550	1850
A1CF	22	63	10	9	168	10	17	182	2	18	216	48
PRKG1-AS1	0	95	1	0	101	4	0	116	0	0	89	22
ZWINT	3	5	0	0	0	1	4	0	1	0	0	3
IPMK	908	866	454	1100	696	704	1638	1357	427	1000	1175	2338
PHYHIPL	1365	3361	8587	1539	4123	7994	2421	7797	7880	1605	6455	38555
ANK3	30939	8739	21343	32016	10469	16835	60775	19735	9933	39645	16725	115412
CCDC6	2020	1602	1339	2197	1555	1485	3989	3551	1259	2777	2354	5860
RHOBTB1	2	14	1246	5	44	1203	5	60	742	5	37	9012
C10orf107	6	4	177	3	10	79	8	8	113	9	32	1523
TMEM26-AS1	2	0	2	0	1	8	1	1	3	0	0	19
ARID5B	370	889	1306	994	964	2096	199	1277	1072	372	1157	7963
RTKN2	1	37	20	1	49	15	2	77	14	1	37	82
ZNF365	871	789	2637	1575	937	2446	931	1454	1260	1029	1185	17813
JMJD1C	35686	13396	9023	36363	12353	10663	70795	29206	7875	44293	23128	44597
REEP3	4392	1056	1653	4609	1179	2044	10149	2224	1313	5377	1726	9606
LINC01515	7	6	123	10	8	41	18	19	63	7	18	191
LRRTM3	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928961	0	0	0	0	0	0	0	0	0	0	0	0
HERC4	2466	1865	2546	2344	1660	2983	4617	3633	2802	2732	2998	13561
SIRT1	517	244	405	583	220	565	1011	490	516	743	360	2201
PBLD	95	196	198	72	198	160	137	330	152	101	403	1054
DNA2	113	120	147	158	155	166	178	217	119	135	176	795
TET1	851	364	1082	805	333	1229	1798	781	1276	1236	724	5774
DDX50	681	728	515	718	494	412	1541	1229	360	884	1099	2690
COL13A1	2061	13	13	1881	37	14	3711	16	37	2594	44	87
TSPAN15	1587	319	970	2064	347	931	3526	465	522	3193	330	6207
HK1	971	1075	348	913	1076	619	1859	2399	566	1613	1838	2676
AIFM2	92	90	66	77	110	85	181	204	53	183	158	638
TBATA	2	0	6	0	0	8	0	0	0	0	1	75
PALD1	457	22	264	492	116	149	891	80	96	951	114	1625
CDH23	1233	92	999	1951	131	1060	2168	106	1180	2994	191	4608
PSAP	928	1943	1471	866	931	1453	1520	2194	827	2163	2327	10516
ANAPC16	735	483	592	675	477	804	1323	723	513	835	603	2915
ECD	420	245	355	704	273	474	841	606	329	519	403	1773
