Gene	1861_granule	1862_granule	1996_granule	1859_basket	1860_basket	1640_basket	1992_astrocyte	1993_astrocyte	1327_purkinje	1329_purkinje	1639_purkinje	1471_purkinje	1472_purkinje
Csk	29	44	135	151	89	181	552	409	17	5	99	3	3
Mpi	129	119	235	296	333	370	348	137	168	122	621	36	56
Cplx3	0	0	2	9	14	3	0	0	2	1	1	0	1
Ulk3	265	328	82	782	650	288	328	475	339	347	185	17	20
Cyp1a1	7	4	0	5	8	1	1	14	30	18	2	1	0
Edc3	727	650	864	813	931	1134	528	760	492	220	723	92	49
Cyp1a2	1	2	0	1	3	2	1	3	4	2	2	0	0
Clk3	459	310	632	558	652	765	720	591	486	395	876	102	161
Ubl7	363	458	607	305	452	511	493	489	399	260	701	95	127
Sema7a	622	578	1377	271	324	475	22	13	936	461	1947	288	235
Gm16130	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp11a1	89	31	26	6	13	10	2	23	44	23	41	3	2
Stra6	2	0	0	3	3	0	0	1	3	3	3	0	1
Islr	0	0	0	1	0	3	0	7	0	0	1	0	0
Stoml1	75	190	63	149	142	150	123	56	64	51	163	17	27
Pml	323	372	392	20	26	22	415	459	631	637	827	123	287
Islr2	0	1	0	1	4	0	0	0	0	0	1	1	0
Loxl1	5	2	4	5	2	6	12	29	4	2	4	0	1
1600029O15Rik	0	0	0	2	1	1	0	0	6	2	0	1	0
Mir6385	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d21	1	1	0	2	2	0	2	1	0	1	1	0	0
1700072B07Rik	0	0	2	0	0	0	0	0	1	15	2	1	5
Cd276	74	103	117	142	138	202	39	38	113	67	231	13	16
6030419C18Rik	120	44	186	92	71	169	56	122	240	126	453	64	55
Bbs4	484	345	454	682	627	719	164	236	226	151	499	56	55
Adpgk	404	423	340	374	515	403	328	309	269	153	277	20	30
Arih1	7185	6224	4610	6434	8107	7942	2105	2764	4507	2948	6029	814	587
Gm20199	0	0	0	0	0	0	0	0	0	0	0	0	0
Celf6	167	59	39	151	188	177	5	22	118	44	140	19	12
Hexa	349	433	345	428	557	606	219	226	136	109	364	44	38
Tmem202	6	111	2	0	0	5	3	2	0	6	7	0	0
Senp8	227	145	147	286	242	322	363	404	177	111	296	38	33
Pkm	1095	1038	1234	1253	1135	1187	1245	1485	674	346	1902	160	169
Gramd2	5	1	2	3	4	6	2	0	1	0	9	0	0
Gm7616	0	0	0	1	0	0	1	0	1	3	1	0	1
Nr2e3	0	0	1	0	1	0	0	0	1	0	0	0	0
9230112J17Rik	881	793	459	126	200	204	67	29	168	191	388	41	69
Larp6	224	117	231	248	222	306	14	4	109	39	148	19	11
Gm5122	0	0	0	0	0	0	0	42	0	1	0	0	0
4933433G08Rik	0	0	1	0	0	0	0	0	0	0	0	0	0
I730028E13Rik	0	2	0	0	1	1	1	2	2	3	0	0	1
B930092H01Rik	0	2	3	6	5	0	0	2	3	4	2	1	0
Tle3	563	411	785	269	317	397	1229	893	321	229	701	87	88
Rplp1	39	10	4	21	18	12	13	5	6	5	9	0	1
Kif23	5	3	7	16	5	5	0	2	6	2	1	0	1
Glce	409	754	360	3213	3249	3384	41	21	376	139	479	92	55
Mir5133	2	0	2	7	7	1	0	0	0	0	1	0	0
A730043L09Rik	0	1	0	0	1	2	0	0	1	0	0	0	0
Anp32a	1393	1402	1826	1054	1033	1135	1875	1681	1415	806	1578	259	247
Spesp1	4	1	0	3	3	1	1	1	0	1	1	1	0
Calml4	30	21	15	23	10	17	47	28	7	15	13	0	2
Cln6	2	2	7	4	9	10	6	7	1	0	1	1	0
Fem1b	698	536	422	543	602	553	188	239	237	159	386	49	37
Gm10653	1	1	0	1	1	0	0	1	3	2	0	0	0
Skor1	0	8	3	486	462	280	4	4	65	36	53	7	5
2300009A05Rik	290	294	159	375	406	346	48	14	195	183	142	31	25
Aagab	1028	741	762	916	1022	1180	477	420	609	475	1066	130	116
1700055C04Rik	2	0	0	0	0	0	0	1	4	0	0	0	0
1110036E04Rik	1	1	2	1	3	2	0	0	1	1	0	0	0
Scarletltr	1	1	0	1	0	0	0	0	2	3	0	1	0
Lctl	3	3	8	2	7	3	14	5	8	4	2	0	0
Snapc5	14	4	49	55	48	46	54	215	44	0	35	11	1
Zwilch	102	26	35	74	131	91	42	80	155	89	93	10	15
Rpl4	223	143	292	458	454	259	152	144	210	157	294	49	88
Snord16a	0	0	0	0	0	0	0	0	0	0	0	0	0
Uchl4	0	0	0	0	0	0	0	0	0	0	0	0	0
Tipin	299	250	262	352	301	276	145	50	170	110	193	28	16
Dis3l	914	696	649	416	425	537	417	398	164	73	367	34	19
Rab11a	893	805	635	890	1151	1124	315	845	263	216	796	68	69
Vwa9	928	761	875	781	793	893	963	884	358	189	646	66	58
Slc24a1	38	62	66	56	88	60	28	52	9	12	19	1	4
Igdcc4	138	35	71	388	409	385	5476	5535	428	446	908	90	129
Dpp8	2201	1724	1646	1699	1921	2077	1279	1402	1087	708	1998	222	192
Parp16	88	170	85	291	268	266	62	105	33	14	68	18	17
Kbtbd13	0	0	0	0	1	0	0	1	0	1	0	0	0
Pdcd7	324	285	251	279	295	393	65	81	102	64	317	18	19
Clpx	1382	1177	1065	1152	1210	1462	684	935	714	474	1571	185	221
Ubap1l	1245	924	950	758	918	1193	67	71	129	93	1170	35	33
Slc51b	2	0	0	1	0	1	2	0	3	4	2	0	0
Mtfmt	300	246	364	579	581	690	261	266	508	298	532	121	85
Spg21	339	220	164	259	317	365	331	324	170	62	259	35	17
Plekho2	18	7	46	12	4	16	3740	3597	20	9	8	3	4
Rbpms2	0	3	4	8	4	12	1194	926	5	5	5	1	0
Pif1	1	1	1	1	2	0	13	10	0	0	0	0	0
Oaz2	413	468	426	486	517	501	410	564	309	244	421	75	48
Trip4	1642	1347	1209	1304	1544	1323	1594	1982	1228	867	1373	245	196
2810417H13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam96a	42	67	127	85	196	135	124	103	98	53	191	19	10
Snx22	3	2	2	4	4	11	7	0	0	0	4	3	1
Snx1	860	903	831	766	946	985	717	828	645	318	849	123	103
Fbxl22	56	44	188	11	12	40	85	98	11	17	17	5	8
Aph1b	301	480	246	246	247	237	107	156	1569	967	578	111	80
Aph1c	95	150	139	139	172	135	147	156	289	124	439	74	26
Lactb	424	414	275	439	332	483	239	384	278	93	352	44	20
Rps27l	20	67	10	71	37	37	1	16	23	6	37	3	3
Tpm1	1359	1046	1050	323	304	323	683	658	276	320	1081	63	75
Mir190a	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19299	6	0	4	5	4	1	1	1	5	2	4	0	2
C2cd4b	0	0	0	0	0	1	2	0	2	0	1	1	0
Mir7242	0	0	0	0	0	0	0	0	0	0	1	0	0
Mir7241	0	1	0	0	0	0	0	0	0	0	1	0	0
C2cd4a	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm20745	1	1	0	1	2	0	0	0	2	1	0	1	0
4930502A04Rik	15	7	5	23	7	8	4	7	19	20	2	1	1
9530091C08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir3109	0	0	0	0	0	0	0	0	0	0	0	0	0
Ice2	991	826	928	1185	1341	1470	404	816	838	467	883	108	91
Foxb1	0	0	0	0	0	0	0	0	1	0	1	0	0
B230323A14Rik	19	10	5	24	29	2	32	38	23	18	10	3	0
Gcnt3	1	1	2	3	11	1	1	0	2	0	0	0	0
Gtf2a2	1170	986	969	1027	1026	1231	349	359	503	270	776	130	115
Rnf111	2574	2264	2069	2679	3175	3531	1822	2102	2270	1319	3078	400	335
Ccnb2	139	111	52	26	29	31	67	62	19	18	21	6	6
Mir5626	0	0	0	0	0	0	0	0	0	0	0	0	0
Sltm	4745	4283	3802	6333	7549	8148	3968	4616	3284	2473	4865	763	764
Aqp9	27	21	14	33	21	25	353	155	23	17	41	2	3
Gm3458	3	0	0	0	0	0	1	0	0	0	0	0	0
Aldh1a2	18	17	10	27	39	26	9	10	23	19	15	1	3
Polr2m	222	174	143	345	318	218	140	115	84	45	149	15	25
Mir378a	0	0	0	0	0	0	0	0	0	0	0	0	0
Mns1	85	24	40	93	97	85	316	298	7	8	10	2	8
4930509E16Rik	2	0	0	9	6	7	3	10	3	8	2	0	6
Dyx1c1	3	8	12	31	70	45	159	174	43	90	70	11	23
Pygo1	72	52	88	479	583	579	268	322	247	105	343	66	29
Ccpg1os	28	31	27	33	16	30	56	57	48	47	25	2	4
Rab27a	1245	1535	1295	1678	1747	1803	122	71	143	79	485	24	32
Rsl24d1	420	284	103	494	599	341	94	56	154	177	217	37	55
Khdc3	0	39	5	4	5	0	0	0	1	0	5	0	0
Pigb	542	534	810	482	539	573	507	539	154	80	369	31	40
2310009A05Rik	14	48	16	49	69	56	40	20	10	13	58	1	8
Onecut1	3	5	0	5	2	2	4	1	3	5	19	0	0
Gm16551	1	0	0	1	7	0	0	0	2	1	2	0	0
Arpp19	1163	653	585	671	693	854	312	478	489	268	735	114	65
Bcl2l10	0	2	2	3	1	1	9	0	0	0	5	0	0
Gnb5	2835	3460	2871	2065	2205	1684	608	996	2124	1936	1848	388	424
Mapk6	665	428	389	413	481	437	433	450	218	164	366	39	25
Leo1	403	365	503	478	557	563	301	206	430	350	767	88	101
4933433G15Rik	7	11	48	38	57	56	65	49	2	7	26	3	2
Tmod2	1814	1449	1948	1905	1713	2202	7041	7490	1333	705	2953	278	259
Tmod3	1494	1234	1498	561	604	717	672	798	363	178	698	96	51
Scg3	2257	2291	2165	2464	2692	2504	7959	8673	538	297	876	134	135
Gfral	29	45	21	14	20	12	13	39	32	12	17	3	4
Fam83b	8	5	5	11	10	0	142	171	19	12	9	0	0
Tinag	9	10	4	18	14	8	7	24	30	30	7	2	4
5730403I07Rik	2	0	1	14	2	1	11	38	11	12	3	2	0
Klhl31	1	0	2	23	6	3	0	2	3	10	8	0	2
Gclc	617	848	714	1223	1444	1726	509	555	449	293	1085	101	93
Elovl5	717	929	748	2948	3467	4082	1410	1761	1984	1185	3358	408	316
Fbxo9	1403	1374	788	1994	2021	1405	526	686	876	536	1570	161	188
Gcm1	2	1	3	1	5	2	6	11	8	3	0	0	1
Gsta1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsta4	1	0	6	6	15	13	165	447	2	1	40	0	0
C920006O11Rik	0	3	3	82	46	30	82	30	8	10	21	3	9
Omt2a	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsta2	1	1	1	2	3	0	2	1	0	1	1	0	0
Ooep	0	0	0	1	0	0	1	0	0	0	0	0	0
Dppa5a	0	0	0	5	0	0	0	0	0	0	0	0	0
Gm10639	2	1	1	5	3	2	1	3	14	5	4	0	1
Gm3776	0	0	0	0	0	0	0	0	0	0	2	0	0
Omt2b	0	0	0	0	0	0	0	2	0	0	0	0	0
Ddx43	0	2	1	3	5	3	3	0	7	4	2	0	1
Eef1a1	72	182	171	404	323	252	147	162	50	31	116	21	23
Mb21d1	0	0	2	18	30	21	0	0	16	15	23	7	3
Mto1	421	392	431	458	421	497	217	178	164	179	430	28	37
Slc17a5	903	794	773	651	626	870	360	410	189	109	493	29	35
Gm10635	16	15	5	19	25	15	7	16	52	53	23	7	5
Cox7a2	295	227	129	281	263	285	43	76	21	29	129	11	7
Tmem30a	1330	1281	963	1594	1880	1528	394	374	536	604	837	99	105
4930429F24Rik	0	8	7	19	16	18	17	86	3	3	16	0	1
D430036J16Rik	1	1	0	0	3	6	0	0	1112	657	1014	157	87
Htr1b	0	0	0	0	0	0	0	0	87	53	131	20	7
Hmgn3	578	716	499	1866	2067	1401	693	994	650	549	761	125	139
Lca5	676	532	665	1309	1320	1333	863	1040	161	239	325	17	25
Gm2087	4	62	13	31	42	28	22	35	7	5	0	0	0
Sh3bgrl2	204	364	327	684	931	954	47	45	16	10	314	0	0
Gm2109	1	2	3	26	23	28	3	2	3	2	7	0	0
Ttk	44	75	15	18	39	25	10	7	8	11	5	0	1
Elovl4	725	854	399	874	972	834	64	25	304	229	431	55	83
4930554C24Rik	2	0	1	3	3	2	0	6	8	3	1	1	0
Fam46a	0	1	1	2	5	1	0	7	0	1	4	0	0
Tpbg	7	12	14	28	107	37	0	2	5	1	11	0	0
Rwdd2a	1	5	23	19	42	40	26	29	18	12	31	9	5
Pgm3	73	147	108	149	106	144	100	71	77	39	207	14	17
A330041J22Rik	0	0	6	67	66	60	31	55	97	56	128	14	26
Prss35	28	75	48	15	34	19	18	4	22	3	10	1	0
Ripply2	149	62	76	72	38	88	0	0	6	13	20	0	2
Cep162	903	799	990	1184	1266	1402	1334	1493	896	540	1589	240	158
Tbx18	6	2	5	3	2	9	9	14	12	9	6	0	1
Snx14	3086	2613	2442	3756	4289	4195	3336	3977	3878	2707	3072	481	373
Trim43a	50	53	18	73	79	71	44	44	57	28	157	14	16
Zfp949	773	587	667	602	737	830	230	275	320	144	730	88	48
Snhg5	307	400	72	301	344	197	36	22	161	107	134	29	35
9430037G07Rik	2	41	9	28	35	45	16	11	9	12	87	0	1
Bcl2a1d	0	10	4	2	2	3	1	1	4	4	2	0	0
Mthfsl	376	341	438	418	433	700	978	1181	251	155	501	51	49
Trim43c	1	3	0	80	52	43	5	6	14	22	127	2	14
9330159M07Rik	8	12	3	81	73	86	38	57	44	46	208	8	6
Bcl2a1a	0	0	0	1	0	1	0	1	5	4	0	0	0
Trim43b	0	1	0	9	6	1	5	11	8	4	28	0	3
Bcl2a1b	0	1	0	2	1	1	0	4	1	1	1	0	0
Mthfs	209	215	228	238	280	397	1472	1260	105	89	240	16	15
AF529169	175	103	59	247	315	232	173	260	30	26	194	4	6
Ankrd34c	5	1	0	2	1	0	1	0	0	0	21	0	0
Tmed3	46	46	28	99	110	80	118	74	63	59	64	12	7
Mir184	1	0	0	0	0	0	0	0	0	0	0	0	0
4930524O08Rik	5	5	1	2	8	4	2	3	10	5	1	2	2
Ctsh	3	7	4	5	9	8	2	1	11	6	9	1	0
Morf4l1	870	797	783	1045	1025	1067	812	574	488	243	1106	119	71
Tbc1d2b	887	642	849	376	398	516	1112	1127	113	33	442	22	15
Zic4	310	398	542	183	172	161	3640	3841	15	6	18	0	1
Zic1	1581	1290	1673	484	576	534	3936	3866	20	25	51	3	1
Plscr5	1	1	1	1	0	2	12	9	5	4	4	1	1
Plscr1	20	10	10	3	1	4	800	878	2	3	3	2	2
Mir6386	0	0	0	0	0	0	0	0	0	0	0	0	0
Plscr2	0	2	2	2	3	2	9	5	3	2	7	0	0
1700057G04Rik	9	3	4	12	5	6	9	17	25	18	8	2	2
Plscr4	69	45	46	12	12	41	3303	4547	18	21	25	1	0
Plod2	345	278	398	37	51	47	1935	2236	29	23	93	4	7
B430319G15Rik	0	14	5	0	0	1	50	50	0	0	1	0	0
4933400C23Rik	12	10	2	13	12	8	14	40	52	34	30	10	2
1700034K08Rik	2	1	1	1	3	0	2	2	4	2	5	1	0
1190002N15Rik	2371	2095	1582	630	788	968	346	259	4628	3524	5061	844	809
Mir7656	0	0	0	0	0	0	0	0	0	0	0	0	0
Chst2	6	16	31	150	204	165	177	271	365	122	269	72	43
U2surp	3406	3340	2778	3579	4223	4514	1662	1900	2199	1306	3372	457	320
Paqr9	235	138	374	292	310	236	18	4	144	59	154	32	19
Trpc1	1357	1877	1327	2264	2649	2859	2101	1859	1317	799	1848	252	185
1700065D16Rik	0	0	0	0	0	1	0	3	0	0	1	0	0
Xrn1	3775	3675	3570	2997	3575	4070	2279	2491	1580	884	2744	318	255
Gk5	43	46	31	189	139	127	421	413	150	96	92	23	29
Rnf7	270	254	182	515	581	357	107	139	90	98	228	27	40
C430002N11Rik	63	0	2	3	17	5	0	2	5	4	17	0	0
E030011O05Rik	2	32	35	69	82	86	4	11	45	13	71	12	8
Slc25a36	1402	1094	969	2268	2777	3189	982	838	2641	1824	2610	360	265
Trim42	2	0	0	1	1	0	0	7	4	2	0	1	0
4921534H16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
4930579K19Rik	1	2	1	6	25	5	0	4	1	7	4	0	4
Rbp2	3	0	1	0	0	2	1	1	0	2	1	0	0
Mrps22	288	224	190	266	223	243	141	85	136	125	215	36	57
E330023G01Rik	5	6	7	12	16	9	21	23	22	12	10	8	1
Foxl2	0	0	0	1	0	0	1	0	0	0	0	0	0
Foxl2os	1	0	4	2	1	1	0	1	2	0	0	0	0
Prr23a3	0	0	0	0	0	1	0	0	0	0	0	0	0
Prr23a2	0	0	0	0	0	0	0	0	0	0	0	0	0
Prr23a1	0	0	0	0	0	0	0	0	0	0	0	0	0
7420426K07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm1123	35	26	50	55	24	24	5	36	9	8	7	0	1
Faim	377	267	217	232	235	274	36	48	146	78	201	28	19
Faiml	1	1	1	1	1	0	0	1	4	1	3	0	0
Cep70	476	628	573	2310	2667	2357	345	380	633	540	1190	92	94
1600029I14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Mras	426	408	400	1736	1858	1959	3672	3615	552	345	920	114	81
Nme9	7	1	18	2	2	9	12	3	2	2	3	1	0
Dbr1	165	117	116	173	212	221	42	24	78	41	128	9	1
Cldn18	1	1	3	10	1	2	5	8	16	16	1	0	0
Dzip1l	492	528	386	459	447	445	1814	2428	282	174	414	50	73
Sox14	1	0	0	1	1	0	0	0	0	0	0	0	0
4930519F24Rik	1	0	0	0	0	0	0	0	0	0	0	0	1
Il20rb	1042	866	731	220	193	159	124	84	82	172	106	11	26
Slc35g2	599	550	369	409	276	348	161	118	175	115	223	32	26
Pccb	856	776	716	1293	1386	1281	656	884	583	265	750	99	86
Msl2	2373	1930	1748	1713	1768	1678	741	1117	691	547	1324	112	157
Gm28979	1	1	1	0	0	1	1	8	2	2	0	0	0
Mir7243	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep63	412	287	409	955	1047	983	707	624	317	191	618	47	78
Ky	34	56	179	4	5	30	4	4	4	5	54	3	0
Amotl2	83	42	86	13	33	35	173	200	15	8	46	6	1
Gm5627	2	12	3	2	5	5	2	4	6	6	12	0	4
Srprb	454	442	389	214	194	264	260	295	41	24	167	16	12
Trf	68	105	140	62	63	79	2514	3418	10	10	64	4	2
Cdv3	331	323	273	569	621	486	158	105	239	88	500	67	39
Topbp1	435	307	367	420	587	512	208	357	273	174	373	49	39
Bfsp2	5	22	13	3	5	6	2	13	23	15	32	3	1
5830418P13Rik	0	0	0	0	0	0	0	0	1	1	4	0	0
4932413F04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Nphp3	310	430	439	378	433	454	768	778	804	523	854	121	97
Uba5	423	542	491	783	919	899	477	577	237	328	733	69	128
Ackr4	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir2136	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl3	485	502	585	969	1044	1050	373	322	520	447	1135	128	156
Nudt16	1	41	24	11	10	28	80	7	8	3	46	1	1
1700080E11Rik	0	0	0	0	0	0	0	0	0	1	0	0	0
Aste1	111	110	139	245	204	294	80	62	199	72	477	42	30
Mir135a-1	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyctk	1	0	1	1	1	1	4	2	3	0	1	0	0
Twf2	146	99	152	53	51	37	89	98	45	53	69	3	18
Wdr82	2205	1445	1113	1435	1427	1415	810	813	697	375	1417	151	151
Alas1	307	193	258	185	203	229	156	107	134	67	201	25	5
Ppm1m	7	18	11	37	21	24	299	294	5	2	21	2	1
Mirlet7g	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlr9	0	0	2	0	0	0	0	0	0	0	1	0	0
Dusp7	52	34	57	15	14	24	131	151	5	4	8	2	1
Acy1	25	53	19	34	29	25	70	85	15	21	33	9	14
Rrp9	69	84	47	139	91	92	107	203	53	82	171	12	12
Abhd14b	137	338	220	233	224	210	800	655	143	133	316	22	32
Iqcf1	0	1	0	0	0	0	0	0	0	0	0	0	0
Iqcf5	0	0	0	0	1	0	0	0	0	0	0	0	0
Parp3	1	0	8	1	1	1	235	181	4	0	5	1	0
Gpr62	26	28	16	1	14	7	48	6	0	0	9	0	0
Pcbp4	198	358	383	125	164	199	299	366	43	22	257	20	14
Abhd14a	61	109	81	111	89	181	377	306	128	65	158	22	28
Iqcf4	1	2	0	5	6	2	5	14	10	6	1	1	1
Iqcf6	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex264	109	88	170	195	158	217	358	348	172	87	401	52	40
Grm2	0	1	2	1	49	2	0	1	1	2	52	0	0
Manf	99	61	46	93	110	144	21	11	62	52	209	21	36
Rbm15b	4	35	11	39	49	23	3	0	24	13	21	0	0
AA543401	0	0	0	0	0	0	0	0	0	0	0	0	0
Hemk1	142	61	169	259	227	360	431	326	78	80	373	27	30
Mapkapk3	34	135	106	19	28	30	250	152	13	9	30	1	1
Cish	0	3	3	18	11	30	0	0	6	0	4	4	0
Mir5120	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyal2	1	2	9	10	12	14	1	5	11	0	22	1	0
Nat6	13	0	9	3	8	5	57	57	0	0	12	1	0
Hyal3	0	0	1	3	0	7	3	4	1	1	6	0	0
Tmem115	18	5	16	3	15	15	65	7	20	3	41	6	2
Sema3b	0	12	0	2	7	6	6	0	4	1	6	1	0
Hyal1	0	2	0	0	3	6	63	71	5	3	2	0	0
Zmynd10	51	1	16	6	0	5	13	6	5	8	5	2	4
Ifrd2	39	43	17	12	48	21	4	14	8	1	17	1	2
Cyb561d2	0	0	17	7	25	18	8	0	5	8	6	1	2
Rassf1	253	132	157	119	113	105	198	164	72	48	71	15	13
Nprl2	53	62	33	95	97	71	25	49	104	76	91	14	28
Tusc2	16	40	27	73	52	19	19	14	47	58	35	11	9
Gnat1	0	2	0	0	2	0	0	0	0	1	0	0	0
Gnai2	160	237	242	26	22	25	1045	732	15	2	74	3	4
Sema3f	19	39	48	3	13	7	0	0	3	1	30	0	0
Slc38a3	45	5	18	10	14	27	2787	2554	1	3	69	1	1
Mst1r	2	3	3	3	1	2	1	0	0	0	1	0	0
Actl11	0	0	0	0	1	0	0	0	0	0	0	0	0
Traip	16	41	47	67	29	26	45	46	31	11	37	8	2
Fam212a	0	0	0	0	0	0	0	0	0	1	0	0	2
Uba7	1	0	2	1	4	0	5	0	0	0	2	0	0
Mon1a	356	291	377	195	219	238	566	364	174	170	411	46	29
Camkv	2	28	0	4	2	1	0	0	1	1	10	0	0
Amigo3	0	0	0	0	0	0	0	0	0	0	0	0	0
Apeh	46	66	105	59	89	76	128	64	39	26	138	12	15
Gmppb	3	6	22	14	2	4	23	58	8	1	17	1	0
Rnf123	767	786	1113	281	432	391	856	561	314	159	601	67	64
Mst1	17	8	75	11	7	18	17	23	3	1	15	1	0
Mir7088	0	0	0	0	0	0	0	0	0	0	0	0	0
Dag1	1152	941	1304	881	1066	1311	2661	2734	769	516	1554	203	197
Usp4	723	749	962	821	998	1373	1003	575	589	488	1621	149	197
Gpx1	14	0	4	8	11	6	0	3	5	3	12	0	4
Nicn1	159	87	144	133	125	110	153	89	65	16	72	11	8
Amt	201	71	63	38	53	78	53	19	40	24	70	12	5
Rhoa	823	656	633	517	551	509	376	643	188	133	431	61	44
Tcta	54	30	74	76	66	59	60	61	24	12	61	7	3
Klhdc8b	48	24	26	23	27	25	146	70	35	31	58	12	11
BC048562	5	3	4	3	4	1	3	2	8	4	1	0	0
Qars	95	59	42	138	154	81	93	78	76	34	175	19	12
Usp19	774	479	356	384	437	364	474	251	175	118	628	76	53
Lamb2	5	0	8	1	0	5	272	313	0	2	6	0	0
Ccdc36	5	7	0	8	9	5	11	17	13	10	1	0	3
Ccdc71	2	7	30	24	21	34	72	40	1	11	19	0	2
Impdh2	39	121	82	63	52	50	56	171	47	33	145	12	20
Ndufaf3	0	31	27	26	16	28	31	26	19	6	31	5	3
Mir191	0	0	0	0	0	1	6	0	0	0	0	0	0
Wdr6	18	11	29	49	42	37	43	53	8	18	41	2	3
Dalrd3	45	104	87	54	24	103	232	134	72	38	168	21	35
Mir425	0	0	3	0	1	1	0	0	0	0	3	0	0
P4htm	236	144	289	357	297	273	251	158	362	158	327	56	59
Arih2	2675	1466	1468	1380	1807	1842	1008	1152	849	510	1485	213	199
Prkar2a	1303	1283	1439	1114	1391	1511	1148	1572	288	190	693	74	63
Slc25a20	45	119	79	165	238	262	164	168	139	90	368	33	25
Nckipsd	93	45	168	102	130	96	191	265	155	108	277	44	51
Ip6k2	948	425	439	605	582	994	664	277	413	354	1092	88	78
Celsr3	1309	1385	2464	1586	1654	2013	211	142	1599	1064	3099	446	421
Tmem89	0	0	9	3	1	0	10	24	0	0	1	0	0
Slc26a6	4	2	21	1	2	16	208	113	6	10	51	5	1
Col7a1	104	105	80	108	114	118	43	15	29	30	31	8	15
Mir711	0	0	0	0	0	0	0	0	0	0	0	0	0
Uqcrc1	138	228	247	246	278	316	232	247	151	95	448	39	31
Pfkfb4	102	154	218	372	392	398	2327	1758	243	172	517	59	61
Ucn2	0	0	1	0	1	3	0	0	0	0	0	0	0
Atrip	280	301	466	310	302	387	331	298	129	65	358	38	39
Ccdc51	89	46	59	80	118	92	69	97	45	61	94	14	12
Trex1	18	11	13	18	17	19	7	12	13	6	23	3	9
Fbxw21	2	1	3	3	5	0	3	4	16	8	3	0	0
Tma7	39	39	58	92	74	119	45	26	47	23	82	16	3
Plxnb1	17	16	24	14	14	14	5330	3983	0	0	23	0	0
Fbxw14	3	3	3	2	2	3	6	6	5	6	2	1	0
Fbxw20	0	0	0	0	1	0	0	0	1	3	0	0	0
Fbxw22	3	4	2	2	2	2	3	5	6	4	4	1	1
Fbxw28	0	0	0	1	0	1	0	1	1	0	0	0	0
Fbxw19	1	1	0	3	0	2	0	1	4	2	2	0	0
Fbxw15	0	1	0	1	2	3	0	5	4	7	8	0	0
Fbxw18	10	10	4	9	17	14	11	7	21	12	2	2	4
Fbxw24	1	1	0	2	1	1	1	4	1	1	1	0	0
Spink8	108	29	64	59	59	59	58	17	6	8	33	0	4
Fbxw26	1	0	1	1	3	0	0	1	5	0	0	0	0
3000002C10Rik	10	1	7	1	6	11	65	19	0	0	6	0	0
Fbxw27	4	2	5	4	4	2	0	7	22	9	3	3	1
Cdc25a	306	243	163	376	346	344	90	79	44	22	44	14	5
Camp	0	6	3	2	4	3	0	1	2	1	0	0	0
Mir7089	0	0	0	0	0	0	0	0	0	0	0	0	0
Cspg5	533	858	431	1897	1902	1064	948	1069	9	5	127	1	1
Elp6	214	256	262	414	377	378	199	221	214	142	331	41	43
Mir6236	46	31	250	49	49	444	2661	508	75	65	1274	38	61
Ptpn23	197	313	355	492	517	642	525	487	198	105	475	43	45
Ngp	0	0	0	2	0	0	2	0	0	2	2	0	0
Klhl18	643	471	565	625	605	732	737	653	622	313	779	142	106
Setd2	3816	3563	3162	2891	3594	3702	2039	2138	1706	1183	3031	361	319
Nradd	2	6	14	27	15	15	51	3	0	5	2	1	2
Pth1r	33	5	50	9	13	30	247	144	5	4	18	1	0
Ccdc12	637	703	782	356	390	572	578	442	301	198	447	60	39
Mir8107	0	0	0	0	0	0	0	0	0	0	0	0	0
Nbeal2	50	58	221	59	73	108	169	119	27	7	74	8	1
Prss44	0	0	0	0	1	0	0	0	0	1	0	0	0
Prss50	7	6	1	5	5	0	9	8	14	12	3	0	1
Prss43	0	0	0	0	1	0	0	0	0	2	0	0	0
Prss42	0	0	0	3	1	1	0	0	3	0	0	0	1
Myl3	2	2	2	0	1	0	3	6	9	8	0	0	0
Tmie	0	0	2	7	2	3	33	118	3	0	0	0	0
Prss45	0	0	0	2	0	1	1	0	3	4	0	0	0
Prss46	2	4	1	4	3	0	5	19	9	13	1	0	0
Gm590	2	1	0	0	1	0	0	0	1	3	1	0	0
Lrrc2	23	12	12	17	21	10	867	770	10	7	6	4	0
Rtp3	0	0	0	0	0	0	3	3	0	1	0	0	0
