Gene	628_nd1_gfp	629_nd1_gfp	630_nd1_gfp	641_pcp2_gfp	642_pcp2_gfp	643_pcp2_gfp	644_pcp2_gfp	796_sept4_gfp	797_sept4_gfp	798_sept4_gfp	799_sept4_gfp	952_glt25d2_gfp	953_glt25d2_gfp	942_glt25d2_gfp	1195_ntsr1_gfp	1196_ntsr1_gfp	1197_ntsr1_gfp	SRR1647854_mo_excit	SRR1647855_mo_excit	SRR1647856_mo_pv	SRR1647857_mo_pv	SRR1647858_mo_vip	SRR1647859_mo_vip
Vmn2r42	0	0	1	0	0	1	0	2	1	3	0	2	1	1	0	0	0	0	0	0	0	0	2
Vmn2r41	1	0	0	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Vmn2r44	0	0	0	1	3	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0
Vmn2r45	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Vmn2r39	1	0	1	1	3	0	2	0	0	3	4	3	2	3	0	0	1	0	0	1	0	0	1
Vmn2r38	0	2	1	1	1	1	2	1	1	0	0	0	0	1	2	0	0	1	0	2	1	1	2
Vmn2r37	1	1	0	1	2	1	1	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
Vmn2r46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r48	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	0	4	0	0	0	0	1	0
Vmn2r49	0	0	0	0	2	1	2	1	0	2	0	1	1	1	0	0	0	0	3	0	0	0	0
Vmn2r50	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	2	0	0	0	0	0	0
Vmn2r52	0	3	1	0	1	3	1	2	0	0	1	3	1	0	0	0	0	0	1	0	0	0	1
Vmn1r66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zik1	47	119	115	80	86	49	154	121	94	6	116	118	210	181	55	60	72	153	182	133	202	421	306
Vmn1r68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp4b	1	2	1	2	3	5	5	2	5	5	3	5	9	8	3	3	3	0	0	1	4	3	2
Vmn1r70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zscan4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zscan4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zscan4d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Zscan4f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4224	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0
Zfp551	86	61	137	20	26	7	32	5	83	35	26	45	123	40	21	14	30	115	161	144	203	322	227
Vmn1r83	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zfp606	531	1033	603	270	450	250	671	1253	1232	1197	906	873	727	883	243	195	305	403	537	641	998	1074	859
2900092C05Rik	4	6	0	1	2	10	8	337	2	5	12	67	46	52	17	9	11	7	14	8	7	18	5
Vmn2r54	0	0	0	1	4	1	5	1	0	2	0	14	25	70	10	11	4	2	5	1	7	13	3
Vmn2r55	0	4	2	6	15	4	17	5	1	4	2	74	8	25	13	23	18	8	18	9	12	13	6
Zfp329	1381	2124	1468	836	1534	966	1398	5008	2690	2009	2370	1611	1913	1894	604	561	888	665	877	1049	1554	2941	1708
Zscan18	46	75	38	25	38	38	49	248	53	49	69	158	226	153	35	43	54	287	481	361	579	967	697
Rps5	69	34	102	26	22	2	21	16	40	0	36	44	57	32	14	10	14	166	133	193	372	911	642
Zscan22	653	436	560	115	180	105	281	1097	275	489	453	370	447	710	123	148	210	588	646	706	1079	1460	865
Zfp128	181	232	172	97	166	95	187	140	195	142	402	221	465	342	118	95	138	218	265	303	715	515	375
Rnf225	10	8	5	0	6	4	2	0	5	0	0	4	4	3	6	1	2	18	18	16	29	50	34
Zfp324	107	197	288	32	52	49	55	40	89	35	63	87	135	116	23	21	14	207	245	297	497	538	317
Zbtb45	30	46	74	5	4	12	8	0	13	1	51	11	25	10	7	3	4	83	71	93	136	233	111
Mzf1	211	225	149	37	34	50	41	63	55	17	56	133	183	150	61	52	108	369	451	262	466	508	378
Ube2m	109	126	125	79	151	46	115	27	142	145	170	215	373	255	47	38	58	209	196	390	550	873	481
Zfp446	303	612	380	74	105	71	149	816	168	328	279	79	229	89	32	25	36	211	230	424	615	1109	797
Chmp2a	254	284	385	29	35	29	70	77	52	64	39	56	160	100	34	23	30	311	323	590	763	1352	871
Trim28	396	483	465	102	240	167	290	274	55	74	141	154	239	233	59	31	44	822	1172	1424	1693	2859	1356
Vmn1r85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc27a5	50	18	56	12	24	16	24	32	39	29	44	22	51	62	7	42	44	18	31	37	51	164	121
Vmn1r89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lig1	251	92	200	24	39	28	53	2	36	36	10	80	108	129	29	28	37	174	280	1043	1243	2454	1194
Pla2g4c	71	150	106	22	42	26	20	1	5	27	3	76	17	22	14	11	9	28	36	85	93	451	226
6330408A02Rik	437	561	551	139	272	179	353	584	758	973	1149	376	625	221	161	111	238	431	589	568	968	1034	733
Bsph1	1	3	0	1	0	3	5	2	5	6	3	3	3	3	20	14	25	1	0	0	1	6	2
Cabp5	1	4	2	2	7	15	18	0	0	1	0	0	1	4	9	4	2	2	4	4	7	26	31
Bsph2	0	0	0	1	4	2	1	0	0	0	1	2	0	4	0	1	0	0	0	0	0	2	0
Sult2a1	0	1	3	0	0	1	0	1	1	0	0	0	4	2	0	0	0	0	0	0	1	0	1
Sult2a4	5	4	2	9	9	7	11	4	1	2	1	4	5	8	2	7	3	2	3	1	3	5	5
Sult2a3	0	6	1	3	1	5	7	1	0	1	0	1	2	4	4	3	9	0	1	1	4	11	2
Sult2a6	1	2	0	0	1	0	0	1	3	2	1	1	0	2	0	0	0	2	0	0	1	1	2
Sult2a7	0	0	0	2	0	0	2	1	1	0	0	0	0	1	3	4	0	0	0	0	2	0	0
Obox7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	2	0	1
Vmn1r90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obox2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obox1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obox3	0	2	1	1	1	0	3	0	0	0	0	2	2	0	0	0	1	2	0	1	0	3	0
Obox5	0	1	0	0	0	2	0	2	0	0	0	1	0	2	1	1	0	0	0	1	0	1	1
Obox6	0	1	0	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Crx	0	3	2	0	2	1	1	0	1	2	1	0	0	0	0	0	0	14	8	2	2	15	13
Crxos	1	0	1	3	2	2	1	0	2	1	1	0	2	0	0	3	0	6	0	0	4	8	3
Snord23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sepw1	194	206	234	115	281	192	333	138	39	27	98	121	336	168	53	33	51	860	836	660	1244	2108	1209
Ehd2	56	91	74	16	6	3	7	241	57	365	236	17	47	13	11	11	6	23	28	39	47	153	80
Gltscr2	118	123	155	36	51	31	45	84	32	21	39	76	72	63	13	9	22	239	253	369	679	691	417
Napa	1086	1673	1398	96	120	88	126	177	148	244	323	456	555	456	97	74	160	2373	2482	2690	3680	6310	3241
Zfp541	5	2	1	0	2	1	1	2	0	1	0	38	12	0	7	3	6	31	28	25	41	27	16
Slc8a2	3288	5132	4185	4	24	43	25	129	42	90	87	2400	2579	3205	1332	1069	1885	3832	4093	407	870	4000	2176
C5ar2	0	0	2	0	3	0	1	0	0	0	1	27	25	16	0	0	0	0	2	1	2	1	1
Meis3	226	383	212	12	13	7	32	91	29	49	41	153	314	250	60	41	49	564	735	1223	1600	2415	1442
Dhx34	90	162	119	47	58	43	65	32	142	79	282	80	121	175	36	13	23	246	248	403	526	849	423
Ccdc9	234	172	219	27	43	28	43	79	35	48	106	104	138	114	32	32	29	301	362	539	712	838	472
Inafm1	76	84	94	10	26	20	25	8	43	49	16	80	45	47	13	9	13	172	214	415	730	599	470
Bbc3	107	103	70	2	2	3	4	120	30	13	21	33	46	35	11	8	12	61	54	22	35	90	38
Zc3h4	1265	1714	821	136	261	208	201	1059	546	643	1007	281	386	352	141	88	186	858	1017	1336	2111	2781	1692
Npas1	20	102	15	2	8	6	11	7	0	10	11	7	32	26	5	5	6	33	72	92	171	12607	6473
Tmem160	3	60	92	3	2	4	3	0	6	7	1	15	11	14	3	3	4	27	28	77	119	219	69
Ceacam9	0	0	0	0	1	0	0	0	0	0	0	0	0	19	9	3	8	12	5	3	4	2	8
Ceacam-ps1	5	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	2	0	1	3	0	0
Ceacam15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	1	0
Ap2s1	121	224	245	74	76	35	89	94	66	95	113	124	191	334	27	39	57	356	414	577	978	1616	741
Strn4	1031	1064	999	175	242	207	244	785	213	235	342	1405	1472	1669	403	276	442	2599	3181	3033	3784	4586	2509
Fkrp	336	421	396	106	216	116	126	205	116	101	236	138	252	200	113	83	132	317	390	410	1070	932	568
Prkd2	141	93	88	20	44	15	37	63	93	93	132	139	378	285	51	27	33	381	467	511	429	1224	552
Slc1a5	10	0	2	11	19	2	10	33	1	2	4	17	5	3	3	2	1	10	21	70	80	530	188
Dact3	98	19	53	11	41	34	49	107	48	66	13	209	310	291	58	37	66	608	587	997	1574	1688	777
Gng8	0	0	0	0	0	0	0	0	1	0	0	1	2	31	0	0	1	6	3	2	0	4	5
Ppp5c	835	1424	1127	149	251	219	286	343	285	515	224	835	901	917	191	136	259	1614	1836	1670	2505	2738	1770
Pnmal2	191	246	191	4	25	4	10	17	43	10	21	54	73	117	22	18	24	387	458	376	852	1382	834
Ccdc8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1
Pnmal1	17	36	52	0	1	0	0	0	0	0	0	25	80	79	7	5	15	157	175	96	155	160	142
Calm3	257	795	518	140	157	83	166	430	307	192	237	419	450	574	219	199	288	1626	1444	1532	3576	3147	1778
Psg16	2706	4123	2969	1219	2376	1468	2373	463	122	203	221	451	569	636	129	189	223	677	654	76	186	982	1000
Ceacam3	7	1	2	9	1	2	9	0	1	0	2	4	2	4	0	1	3	13	3	1	1	2	12
Psg29	6	6	2	5	14	12	17	0	0	0	0	5	0	3	2	3	1	8	4	3	0	1	6
Psg-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ceacam14	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Ceacam5	0	1	1	4	3	0	4	2	1	6	5	2	2	2	0	1	2	0	0	2	4	0	0
Ceacam12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ceacam13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
Ceacam11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Igfl3	0	1	2	6	1	0	1	1	0	1	3	0	0	1	0	0	0	0	0	1	0	1	4
Mill1	0	0	0	0	0	4	1	4	0	1	0	2	2	2	0	1	1	0	0	0	0	1	2
Psg28	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Psg25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Psg27	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0
Psg21	1	0	0	1	0	2	0	1	0	1	1	2	0	2	1	0	0	0	0	0	0	0	1
Psg20	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Psg22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Psg17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	1	0	2
Sycp1-ps1	0	0	0	1	3	4	6	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
Mill2	8	19	2	6	14	9	6	1370	453	639	598	409	23	66	44	38	59	60	85	12	11	117	71
Psg19	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0
Nova2	990	1763	1217	590	1029	827	840	486	376	417	562	2612	2867	3088	605	485	939	2720	3289	2802	4457	5739	3333
Pglyrp1	9	70	53	6	8	5	14	6	34	13	18	20	59	28	12	7	17	82	89	64	119	50	93
Mypop	178	575	579	92	85	48	104	186	99	99	193	157	131	176	38	40	48	221	376	689	889	838	483
Ccdc61	233	99	127	31	75	40	98	485	225	256	182	138	142	150	58	33	64	231	176	119	299	178	168
Nanos2	0	0	0	0	7	1	1	0	0	0	0	0	31	6	3	1	2	13	17	31	66	19	8
Dmpk	95	235	71	12	11	13	23	93	64	144	78	63	184	76	17	8	18	221	312	557	438	1800	625
Mir3100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsph6a	5	10	4	12	8	8	21	6	4	6	4	19	19	12	12	5	7	22	33	51	57	47	44
Six5	0	1	0	1	1	6	0	15	23	11	11	1	1	3	0	0	0	3	3	15	13	9	3
Foxa3	1	0	1	2	1	0	0	1	10	0	0	0	0	1	1	0	0	5	1	4	3	1	2
Sympk	1025	1600	1448	234	380	298	411	372	285	368	339	852	956	801	180	128	244	1999	2110	3268	3937	7059	3623
Dmwd	142	114	187	24	28	14	25	62	75	106	166	52	119	128	15	12	30	666	564	669	1127	1637	919
Qpctl	117	220	171	39	94	37	84	231	85	63	186	141	176	195	57	45	69	273	345	371	600	666	441
Snrpd2	49	60	55	11	23	9	18	44	6	5	7	47	40	18	13	9	11	92	101	169	216	289	217
Eml2	240	365	353	103	158	105	164	107	115	67	113	1758	1911	2485	320	234	356	1618	2312	4877	4913	5407	2757
Opa3	199	163	292	43	66	58	76	363	97	116	205	94	76	148	27	19	43	314	425	543	851	684	341
Mir330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gipr	21	1	2	0	0	7	1	0	0	0	1	164	75	134	2	0	1	42	46	25	44	19	19
Gpr4	13	24	40	41	40	46	58	86	59	50	51	223	396	196	60	24	56	236	245	155	221	134	127
Fosb	1	5	4	0	0	3	3	0	0	0	0	34	41	5	2	9	13	177	265	62	116	442	364
Mir343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtn2	206	285	379	95	151	90	194	2	14	25	16	299	395	396	70	44	106	547	779	1103	1376	2510	1232
Ppp1r13l	41	36	21	11	24	7	17	2	28	1	0	102	145	154	17	12	18	132	187	291	297	518	281
Ercc1	124	245	171	27	53	42	36	161	36	63	129	94	138	73	27	31	33	258	282	416	563	651	515
Ercc2	42	103	91	23	31	21	42	40	2	1	18	38	64	17	4	3	9	213	238	356	416	679	328
Ppm1n	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	4	13	8
Cd3eap	20	12	7	7	8	7	10	7	4	10	5	16	15	16	5	6	14	39	46	53	96	99	50
Trappc6a	51	59	22	5	15	19	17	142	33	19	31	1	19	8	7	5	8	61	36	117	189	240	148
A930016O22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mark4	394	515	271	170	218	141	245	138	131	294	130	453	629	608	92	77	115	904	940	1626	2384	1963	1257
Ckm	0	0	0	3	3	3	7	0	0	0	0	1	8	0	1	1	0	16	18	7	16	20	11
Bloc1s3	19	11	3	1	6	1	3	32	21	2	27	7	4	14	0	1	1	14	17	30	47	39	24
Nkpd1	0	0	0	0	0	2	1	0	2	0	0	24	22	69	3	1	6	36	29	23	25	45	26
Clasrp	722	755	648	170	256	222	324	705	596	327	724	481	665	545	106	97	178	1527	1500	2731	3121	4426	2364
Relb	14	5	3	16	25	24	35	70	41	33	66	69	55	72	4	7	9	99	156	125	189	297	235
Zfp296	6	18	11	1	2	2	1	0	1	0	0	3	24	3	0	2	0	13	15	32	30	34	34
Ppp1r37	868	1077	696	113	221	205	239	208	204	383	182	496	678	496	141	93	165	1606	1526	1400	1785	2529	1493
Gemin7	165	539	207	37	61	68	72	124	146	95	91	101	119	116	21	19	43	159	195	333	453	643	402
Apoc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcam	2	36	0	0	8	3	4	45	149	13	288	23	13	4	1	0	1	15	23	30	39	116	90
Apoe	76	84	34	0	17	4	17	6600	6370	5018	8842	103	140	42	9	3	2	127	93	240	448	689	231
Pvrl2	8	4	4	40	116	80	49	198	104	49	159	56	61	20	4	4	8	36	62	512	891	973	589
Apoc1	0	0	17	0	1	0	0	2	0	0	9	0	0	1	0	0	0	0	1	0	0	1	0
Apoc4-apoc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tomm40	331	739	474	111	210	135	198	136	148	144	148	305	338	293	104	45	101	873	940	1702	2601	2181	1300
Apoc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ceacam16	0	0	0	3	10	3	13	0	2	0	0	0	1	3	1	0	1	13	5	1	4	42	45
Gm19345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl3	1	0	0	0	4	0	3	0	0	1	0	3	3	0	0	0	0	7	3	13	16	38	36
Pvr	43	145	51	230	384	151	301	73	19	11	85	243	344	232	74	82	145	479	794	257	537	1495	799
Ceacam19	0	0	1	3	0	0	2	1	0	1	0	0	1	3	2	0	0	0	0	0	0	2	0
Ceacam20	1	1	0	0	2	3	2	4	3	2	7	5	1	6	2	1	0	3	3	4	8	5	2
Igsf23	0	1	1	1	1	5	0	0	0	0	0	33	0	4	2	1	1	1	27	61	55	66	18
Vmn1r91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4541	0	0	1	0	1	1	4	0	0	0	1	1	0	2	3	2	4	0	0	0	0	1	1
Vmn1r114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
