Gene	asc_S150	asc_S158	asc_S163	asc_S389	asc_S403	asc_S412	asc_S242	asc_S517	asc_S521	asc_S881	asc_S643	asc_S660	asc_S671	asc_S751	asc_S767	asc_S686	asc_S721	oligo_S422	oligo_S466	oligo_S482	oligo_S529	oligo_S542	oligo_S558	oligo_S692	oligo_S724	opc_S144	opc_S400	opc_S402	opc_S425	opc_S428	opc_S214	opc_S246
Lss	0	0	0	0	187	29	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0
Pttg1ip	128	11	42	0	0	53	0	0	80	0	0	0	0	46	0	86	33	0	35	0	0	0	0	0	0	12	0	0	27	134	0	52
Txnrd1	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	6	0	0	0
4930483K19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ric8b	0	8	2	0	38	0	3	0	0	7	1	11	0	0	0	0	47	0	16	16	0	16	0	0	0	0	15	8	37	77	4	30
Anks1b	1	109	3	0	6	2	0	3	0	2	4	56	0	1	27	3	52	41	160	174	15	24	20	75	15	576	688	211	752	961	659	130
Ano4	0	65	1	1	0	0	0	0	0	0	0	206	0	0	0	0	0	82	274	142	33	28	41	101	364	40	32	0	3	0	51	37
Bpifc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
Dcn	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0
5730420D15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20110	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Acss3	7	25	0	0	4	0	14	30	0	0	26	65	0	15	28	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mgat4c	23	35	70	353	15	87	13	69	5	1	42	67	44	49	68	57	95	17	78	1	0	4	0	0	0	43	83	7	107	0	61	35
Tmem19	0	0	0	13	0	0	0	0	30	0	4	0	9	0	0	0	2	0	37	0	6	3	0	0	0	0	81	6	0	0	0	0
Caps2	0	0	22	57	0	0	0	0	0	0	13	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Grip1	2	1	0	98	92	118	0	0	0	0	0	82	261	33	66	1	1	33	33	3	0	1	0	0	0	164	134	1	0	0	33	4
Fam19a2	0	0	0	2	0	48	0	1	0	32	1	0	47	0	1	1	0	18	26	0	2	3	0	0	9	0	21	39	2	95	22	76
Ppm1h	0	39	0	0	0	32	3	79	14	3	0	20	0	0	25	40	0	27	43	38	6	1	0	0	0	165	33	6	21	236	18	0
Xrcc6bp1	0	26	0	0	0	0	0	11	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	9	0
Plekhg1	315	37	9	130	183	167	0	271	126	4	28	401	88	343	12	1	114	127	77	43	11	0	24	0	65	0	0	0	62	0	0	17
Ppp1r14c	0	1	71	167	142	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	13	10	13	0	47	0	36
Mthfd1l	0	0	1	0	0	0	0	10	1	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	0	0	0	1	0	32	2	20
Syne1	475	86	255	801	498	267	73	165	210	124	102	209	173	377	111	550	332	0	57	58	2	22	0	1	151	58	253	16	284	28	15	20
Esr1	0	0	1	1	2	57	0	0	0	0	0	1	0	1	0	0	13	0	70	0	0	0	0	0	0	0	4	0	1	8	1	25
Akap12	5	0	0	0	0	0	0	0	1	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	201	57	10	0	0	0	0
Rgs17	1	0	7	142	0	66	0	9	0	10	14	1	0	0	0	0	0	11	20	0	0	0	0	0	0	0	42	0	0	16	16	61
Oprm1	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	1	0	0	0	0	0
Ipcef1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnksr3	43	3	0	49	4	0	0	0	7	1	5	77	12	0	0	52	14	24	0	0	0	0	10	0	0	0	17	2	103	0	0	0
Ulbp1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
Katna1	0	0	6	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	14	16	0	0	0	0	0	0	0	0	18	0	0	4
Zc3h12d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrp11	0	0	0	0	0	51	0	0	36	0	0	0	0	0	16	0	0	0	29	49	10	0	4	0	0	2	110	0	0	0	23	0
Sash1	62	507	41	26	130	240	13	171	51	65	34	343	0	362	50	167	120	15	0	19	7	3	0	0	122	43	8	14	9	121	20	0
Adgb	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	0	0	0	2	0	1	0	0	0	0	0
Stxbp5	5	0	0	0	52	20	0	32	4	9	31	55	1	59	35	0	12	9	7	134	5	0	11	0	0	113	77	5	0	55	4	14
Grm1	0	0	0	1	1	105	1	0	0	4	0	1	0	0	4	0	22	89	76	0	0	1	12	0	2	13	98	0	0	1	0	0
Epm2a	0	0	28	0	0	16	1	5	0	0	1	39	1	0	0	22	0	39	0	0	0	0	0	0	0	1	0	0	1	1	0	0
Phactr2	36	0	0	1	196	57	3	2	0	1	38	39	38	0	13	20	49	24	17	0	22	0	0	0	9	13	180	0	1	0	14	8
Plagl1	0	0	26	0	0	0	0	4	0	0	0	0	21	0	0	0	0	25	0	14	5	0	7	0	31	0	0	0	1	5	1	0
Aig1	0	125	197	109	0	50	0	0	0	1	7	1	1	40	15	4	0	19	15	2	28	0	4	10	0	32	148	31	4	41	2	0
Hivep2	158	71	0	118	16	0	15	6	54	5	11	42	0	8	8	0	29	0	92	62	1	4	0	0	67	87	84	14	1	68	76	43
Adgrg6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	27	8	0	56	0	0	0	0	0	0	0	12	7	0	1	1
Gm20125	0	0	0	101	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	1	0	0	0	0	18
Reps1	29	1	0	31	153	37	4	5	13	2	16	58	0	73	0	0	11	2	0	0	8	1	0	0	0	0	0	0	122	46	9	0
Arfgef3	0	1	0	0	0	1	0	0	0	5	0	0	0	44	9	1	0	0	9	10	9	0	1	0	0	1	0	1	4	5	16	0
Ccdc28a	31	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0
Nhsl1	24	29	177	82	127	25	1	89	75	43	31	202	42	59	66	224	3	0	33	0	0	3	0	0	0	89	73	8	0	35	6	11
Tnfaip3	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
Bclaf1	1	0	0	0	2	60	0	21	10	0	15	232	7	3	0	34	23	18	43	0	21	3	0	141	0	84	0	0	64	8	1	35
Map3k5	12	0	0	33	64	0	0	0	9	0	48	24	0	121	1	0	2	2	0	36	6	0	0	0	0	52	3	1	0	60	0	1
Map7	1	0	19	0	0	1	0	0	0	2	0	404	0	78	2	0	0	406	276	224	102	61	42	260	422	31	0	22	70	12	10	47
Pde7b	153	31	632	67	555	558	141	50	163	15	98	87	284	652	7	351	87	9	0	0	0	0	0	24	0	128	53	44	0	5	30	35
Hbs1l	0	0	0	21	54	1	0	0	0	0	25	0	1	0	0	61	0	12	7	0	15	0	13	0	0	0	0	6	0	4	0	10
Sgk1	91	0	1	329	0	0	0	0	0	30	0	119	0	0	19	0	0	32	251	341	42	37	43	524	231	33	33	0	85	223	33	0
Raet1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Raet1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc2a12	4	0	0	140	0	0	0	0	0	3	4	0	0	12	4	1	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	29
Raet1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H60b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eya4	101	1	64	18	148	97	28	0	37	33	31	1	0	0	12	52	22	0	0	0	0	0	0	0	14	0	43	3	0	5	0	0
Vnn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enpp1	0	1	0	71	2	0	0	0	0	0	0	1	1	0	0	1	0	3	10	0	0	0	0	0	5	0	1	0	0	0	0	0
Med23	10	0	0	0	19	0	0	26	1	30	13	52	0	0	23	0	0	0	6	0	0	0	0	0	61	0	10	1	44	12	10	0
Moxd1	9	0	0	22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Epb41l2	25	9	190	199	63	11	6	92	9	30	45	192	0	143	0	11	6	18	1	28	0	0	0	0	55	52	431	0	1078	0	21	18
Akap7	22	0	0	109	0	107	7	0	0	8	22	71	0	43	0	21	26	0	1	36	13	0	0	0	23	6	9	1	0	16	14	1
4930401C15Rik	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	11
Arhgap18	134	1	15	0	0	0	0	0	0	0	18	23	2	0	0	0	75	0	0	4	0	0	0	0	1	0	2	0	0	0	0	0
L3mbtl3	16	0	10	0	0	157	0	2	0	0	14	1	0	0	0	22	0	4	12	0	2	0	0	0	0	0	0	0	0	0	0	0
4930579H20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9330159F19Rik	3	3	282	5	160	5	12	1	4	3	148	238	40	18	5	5	33	26	10	31	0	0	6	83	85	0	0	6	0	85	18	0
Themis	0	0	0	0	0	0	0	0	0	13	0	0	1	0	0	0	46	0	36	0	0	0	0	0	0	0	17	6	0	0	1	0
Rspo3	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	103	12	0	0	0	0	0
Ncoa7	0	0	2	1	0	0	2	71	46	0	47	0	16	0	16	0	1	34	7	31	0	6	0	6	0	80	34	1	20	30	12	0
Hddc2	0	0	0	0	1	0	0	0	0	0	7	13	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0
Trmt11	0	26	1	0	4	0	0	59	0	1	0	5	0	0	0	0	0	16	10	0	0	13	0	0	0	50	52	21	0	0	0	63
Rnf217	5	0	1	0	6	0	0	32	0	17	0	0	45	47	0	2	26	0	2	0	0	0	0	0	85	7	72	7	21	13	1	0
Trdn	0	1	18	21	0	0	1	0	0	0	10	14	0	0	0	0	0	0	1	25	0	0	0	0	36	0	1	0	0	0	2	0
Nt5dc1	1	60	0	0	37	0	13	0	0	1	7	76	2	0	1	39	1	18	21	0	0	0	0	0	0	0	0	0	0	0	0	0
Trappc3l	0	0	0	0	0	0	0	0	10	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Zufsp	15	107	0	0	0	0	0	47	0	7	18	126	4	0	1	42	0	0	0	0	0	1	0	0	0	0	94	0	0	0	0	0
Lama4	168	0	10	0	1	0	0	0	0	12	0	87	0	0	0	0	50	0	6	0	0	0	0	0	0	7	4	8	23	20	1	0
Fyn	70	8	45	22	8	85	9	1	35	2	25	131	44	4	57	5	44	21	5	7	3	0	0	0	0	2	496	17	2014	116	21	62
E130307A14Rik	63	0	0	0	0	0	39	0	17	0	0	147	0	0	5	66	17	3	19	0	0	0	3	0	6	265	73	1	10	56	2	113
Slc16a10	0	0	0	0	0	1	0	0	0	0	0	0	0	1	10	0	0	26	0	0	0	0	0	0	0	0	70	0	0	0	5	0
Rpf2	0	0	70	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	2	0	0	0	1	0	16	11
Ddo	55	0	0	0	34	150	1	0	0	1	13	6	86	1	17	0	39	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
BC021785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk19	0	40	37	175	266	185	19	15	38	25	20	338	192	159	24	7	119	72	151	339	41	28	28	252	143	25	66	9	143	53	0	8
Mettl24	9	71	0	0	0	22	0	0	0	0	0	0	18	0	0	0	0	26	0	0	0	0	0	0	1	0	2	0	0	0	0	2
Ccdc162	0	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sesn1	139	0	0	0	0	95	16	34	0	0	4	57	58	98	37	84	0	52	2	115	0	0	0	0	1	0	77	7	1	32	0	7
Fig4	1	0	9	0	107	0	0	3	8	0	0	16	136	0	6	0	31	0	0	22	6	19	0	62	16	2	11	0	0	12	0	0
Foxo3	1	0	0	126	156	37	2	53	40	1	55	165	105	47	5	74	106	14	23	0	0	0	0	33	0	0	0	0	10	1	0	0
Scml4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lace1	1	189	337	39	135	26	27	0	0	0	68	36	0	6	0	100	129	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Pdss2	3	1	1	7	8	0	0	0	0	0	24	115	43	1	35	9	31	0	17	0	7	0	1	0	0	1	15	0	101	45	0	0
Rtn4ip1	0	0	0	0	6	115	0	0	0	0	0	58	0	0	0	0	0	0	0	0	1	0	0	0	0	0	35	0	0	0	2	0
Sobp	257	0	6	0	312	48	0	5	0	0	24	69	0	1	0	0	0	12	0	0	0	5	0	0	0	0	219	14	66	18	25	23
Atg5	46	0	0	132	0	0	0	31	46	0	0	40	0	30	0	0	0	27	15	0	5	0	5	0	0	0	17	7	11	68	6	21
Speer5-ps1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bves	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hace1	1	0	0	0	1	0	0	0	0	0	0	25	25	0	2	0	2	0	0	1	4	0	0	0	0	11	1	10	47	0	1	5
Sim1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	0	0	0
Ascc3	7	0	1	13	11	1	0	17	0	0	1	55	0	80	4	59	12	0	26	92	2	18	11	6	3	19	0	0	16	76	4	17
Ros1	1	0	0	0	0	2	0	0	0	0	0	24	0	0	0	0	0	0	65	0	0	0	0	1	0	1	0	4	1	0	1	0
Dcbld1	0	0	24	0	0	0	0	0	9	0	0	0	0	40	0	0	0	0	41	0	0	0	0	0	0	0	1	0	0	1	2	5
Cep85l	142	88	4	152	65	139	49	63	63	3	59	141	52	127	59	175	83	0	10	24	7	0	10	0	0	0	55	15	0	0	66	1
Slc35f1	39	4	0	203	0	1	7	0	0	0	13	35	0	4	0	192	10	2	1	0	0	0	0	0	7	184	485	83	178	745	85	282
Mcm9	1	0	0	0	0	0	0	16	0	1	0	83	0	0	0	0	0	0	0	0	0	6	1	0	0	85	195	1	44	0	5	1
Asf1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Man1a	0	0	0	61	49	58	0	89	0	3	35	48	1	0	0	0	0	1	192	143	6	0	57	0	64	0	1	0	0	1	0	0
Fam184a	0	0	6	1	34	201	2	0	2	28	75	79	123	47	21	26	131	0	1	0	0	0	0	0	10	17	77	5	2	14	11	2
Tbc1d32	0	1	0	141	1	57	7	0	0	19	3	6	0	5	0	9	29	1	51	9	0	0	0	0	0	0	18	21	0	74	5	0
Ranbp2	12	0	23	0	21	28	0	67	0	3	43	43	0	176	24	136	0	2	48	0	3	1	0	0	65	8	0	11	0	0	0	7
Smpdl3a	0	0	0	119	0	0	0	0	1	0	13	0	0	83	11	67	66	0	35	0	0	0	0	0	0	0	0	9	0	0	0	0
Lims1	376	44	0	0	99	94	0	28	3	5	6	170	32	23	0	35	93	0	90	33	0	0	2	0	0	2	25	0	15	81	0	0
Mcu	457	4	0	0	96	80	13	79	96	1	7	18	0	14	17	129	2	2	0	0	5	0	0	0	0	1	89	6	0	49	0	47
Sh3rf3	0	0	1	0	9	0	0	0	0	1	8	0	1	0	46	37	0	4	1	0	0	0	0	1	0	136	19	12	1	171	34	0
Psap	23	37	51	208	130	197	4	157	32	16	86	52	72	145	66	27	31	26	249	265	11	44	1	25	61	1	32	6	1	286	24	21
Cdh23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18	0	0	0	0	0	0	0	1	0	0	0	1	0
Ascc1	0	0	0	0	0	0	0	0	1	0	25	0	5	0	0	0	88	0	0	19	0	3	0	25	0	0	0	0	0	0	16	0
Aifm2	0	72	0	0	0	0	0	0	0	0	34	1	0	0	0	29	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Npffr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pald1	0	0	0	0	0	0	0	1	0	0	0	0	88	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Adamts14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccar1	0	9	1	0	60	0	17	32	0	0	7	37	0	1	0	17	1	3	24	53	0	2	0	5	0	0	37	9	0	110	6	0
Tacr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hkdc1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	1	0	0	0
Pbld2	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herc4	0	1	0	33	11	0	0	0	0	0	30	48	0	0	2	136	0	73	20	69	8	1	0	1	43	0	42	7	50	0	18	0
Mypn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jmjd1c	208	2	36	88	75	90	2	0	19	0	1	11	55	8	8	179	90	29	37	0	0	0	0	8	90	298	90	15	310	160	19	42
Zfp365	0	0	0	1	0	0	0	40	29	0	12	37	0	0	1	0	0	19	1	80	0	0	0	3	124	0	88	0	102	35	4	0
Rtkn2	0	0	0	0	0	0	0	0	0	1	0	110	0	0	0	0	2	25	18	33	3	0	0	0	154	0	0	0	0	0	0	0
Cdk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc6	99	0	36	0	36	0	12	0	0	0	0	69	0	6	8	0	0	0	39	0	0	0	0	4	0	32	27	5	0	0	2	3
Ank3	5	0	0	0	0	0	7	137	9	36	0	326	26	0	5	0	19	132	410	486	17	66	111	31	503	39	139	35	187	214	9	146
Bicc1	108	0	0	0	4	1	0	4	0	0	0	63	0	0	1	0	0	0	0	74	2	0	12	0	0	3	126	0	83	0	13	0
Fam13c	69	104	33	155	191	99	23	0	0	22	20	67	16	0	7	49	25	33	40	30	12	6	0	0	81	0	147	22	198	62	0	0
D630013N20Rik	0	56	0	0	57	0	14	0	0	30	0	0	0	0	0	9	28	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2
C730027H18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A330049N07Rik	19	0	0	0	0	11	0	0	0	0	0	53	1	0	0	0	0	0	48	0	23	0	0	0	0	1	0	0	0	0	0	0
Rsph14	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	4	0	0	0	0	0	0
Bcr	8	126	156	1	11	81	4	5	30	1	41	12	60	0	1	0	8	0	0	0	0	0	1	0	0	59	0	0	12	123	0	24
Specc1l	83	67	0	393	0	121	3	0	63	6	8	0	40	21	2	143	72	2	55	0	10	8	2	0	3	0	4	1	97	4	1	2
Gnaz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcnt	0	0	0	0	111	15	6	52	0	24	0	20	0	0	0	0	0	0	22	10	1	2	0	0	113	0	56	0	1	25	0	0
Cabin1	66	10	53	1	0	2	0	34	27	3	1	78	0	74	2	112	2	8	12	0	0	1	0	0	64	14	45	0	51	0	1	18
Dip2a	0	1	1	0	0	0	0	0	0	0	0	86	4	0	0	0	20	66	237	55	6	7	8	14	81	0	0	0	27	0	0	10
Slc5a4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col18a1	42	0	0	0	0	0	0	0	0	0	0	16	0	0	0	125	13	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Adarb1	8	0	74	0	26	32	20	15	0	3	0	0	0	92	15	0	0	1	0	55	0	0	11	0	0	0	156	0	0	70	0	0
Pcbp3	0	0	0	7	0	39	0	1	0	0	31	0	47	4	4	0	15	6	0	0	0	0	0	1	0	0	169	0	7	0	0	23
Pfkl	0	0	0	0	0	8	0	39	0	0	4	0	0	0	0	0	1	0	26	15	6	12	0	17	52	0	0	0	0	4	0	10
Tspear	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	10	0	1	0	0	6
Vmn2r80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arid3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scamp4	0	54	0	0	0	52	0	0	0	6	0	82	18	0	0	0	0	21	35	0	0	0	0	0	0	0	0	0	1	0	0	0
Misp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamtsl5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sbno2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10778	0	0	45	113	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gng7	1	2	180	0	0	2	0	0	0	34	1	80	14	0	0	0	0	0	47	9	2	1	7	0	1	0	0	0	0	0	0	0
Zfp873	0	152	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	4	0	95	0	0	0	0	0
Zfp781	6	0	0	5	0	0	0	0	0	1	0	0	0	0	3	0	0	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0
Hcfc2	41	0	0	0	0	0	0	26	26	0	7	0	0	0	0	3	0	0	44	13	0	7	2	0	0	38	0	0	69	5	0	0
D10Wsu102e	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0
Appl2	121	106	209	276	482	503	33	134	51	19	150	157	322	47	48	34	166	55	2	0	2	24	9	18	69	0	33	9	36	6	0	7
1500009L16Rik	1	0	0	1	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
Chst11	239	4	305	44	1	278	5	15	97	3	102	65	2	293	20	4	163	0	14	0	0	1	0	0	0	294	252	34	1	342	106	93
Aldh1l2	0	0	0	0	0	1	0	0	0	0	0	1	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
Rfx4	0	76	140	198	41	49	6	0	0	17	11	207	47	1	75	15	144	0	0	0	0	0	0	0	0	0	0	0	0	54	1	28
Nuak1	0	0	0	1	0	0	0	0	3	7	0	13	0	0	0	36	0	38	20	33	5	0	0	0	0	0	0	0	0	1	10	0
Polr3b	23	0	0	0	0	64	0	34	1	6	2	50	17	0	0	0	33	16	2	2	0	0	0	0	0	0	0	0	4	0	7	10
Btbd11	20	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	15	0	0	0	0	0	0	22	12	0	0	60	1	19
Stab2	6	0	33	91	57	0	0	0	0	0	0	0	1	44	0	0	0	0	4	32	0	0	0	0	0	0	0	0	0	0	0	0
Ttc41	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	6	0	66	0	0	0	0	10	0	0	0	0	0	0	0	1
Syn3	0	0	0	76	14	0	1	2	0	30	1	29	38	0	0	140	0	70	1	0	14	2	0	0	79	0	50	16	27	0	12	2
1700113H08Rik	0	0	1	48	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pah	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chpt1	50	30	0	0	0	38	1	104	0	5	4	60	66	69	12	0	83	4	0	0	0	0	1	0	36	0	0	3	0	62	1	3
Mybpc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	82	0	0	0	7	16
Ccdc53	0	0	0	31	1	1	0	0	4	0	7	3	0	0	1	0	0	11	60	0	0	0	0	0	0	0	0	0	3	6	44	0
Dram1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1
Arl1	0	0	0	0	0	19	0	1	25	0	0	47	68	0	12	0	0	0	7	17	0	0	0	0	0	0	0	0	18	1	0	0
Nr1h4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Uhrf1bp1l	90	59	0	0	0	0	0	0	21	15	27	13	58	0	34	7	113	0	31	23	4	0	0	0	0	9	0	16	3	36	45	0
Scyl2	0	0	3	0	65	0	0	0	0	0	0	7	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	31	9	0	0
Ikbip	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	5	0	19	0	0	0	0	0	61	0	0	0	37	0	0	0
Rmst	213	15	297	302	189	181	37	23	40	15	87	526	624	250	42	155	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk17	55	0	0	0	54	1	0	41	50	5	53	0	10	0	0	24	1	0	21	39	9	5	13	0	3	0	0	0	0	33	0	0
Ntn4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	25	0	0	0	0	0
Lta4h	0	9	40	0	57	100	12	1	0	10	0	24	0	0	0	0	7	0	83	4	0	0	0	0	0	0	0	0	0	116	0	0
