Gene	1406_xk_granule	1417_pk_granule	1422_xk_basket	1433_pk_basket	1867_xk_astrocyte	1986_pk_astrocyte	1864_xk_oligo	1983_pk_oligo	1866_xk_opc	1984_pk_opc
KIAA1429	751	841	654	484	254	494	553	576	267	268
NDUFAF6	551	704	613	534	157	188	231	316	557	391
SDC2	1356	1035	669	332	1102	3518	114	94	8	50
CPQ	352	541	736	693	2067	5386	4967	3429	492	1287
LOC101927066	571	690	1043	775	420	1701	742	1059	134	715
MATN2	124	176	292	266	1100	5673	268	3370	1855	4918
MTDH	1720	2026	2363	1825	613	1245	1155	1468	2059	1566
RPL30	84	87	100	76	161	225	557	214	168	7
LAPTM4B	51	77	1659	850	58	145	107	285	166	247
RGS22	13	14	698	659	89	206	47	206	248	865
RNF19A	1148	1184	1431	977	244	639	269	480	76	932
ANKRD46	581	656	781	572	185	282	353	507	218	434
FBXO43	2	2	5	12	0	16	1	1	1	10
YWHAZ	2556	4000	2205	2636	522	1183	463	1931	120	840
GRHL2	10	16	10	14	10	99	14	20	14	32
FLJ42969	13	7	38	31	6	0	0	0	2	1
RRM2B	112	194	233	129	113	137	137	111	150	354
UBR5	3764	5092	6497	4921	3765	6954	2831	4338	5479	5134
AZIN1-AS1	745	1304	1990	1910	570	4188	655	2805	673	3812
DCAF13	160	211	142	92	35	93	232	156	265	298
ATP6V1C1	963	1279	1176	955	357	693	289	633	226	567
BAALC	242	210	127	107	1761	7650	186	2585	1079	4793
DPYS	8	6	13	4	31	7	2	3	3	54
ZFPM2	30397	43912	23858	23989	3027	9161	361	4785	2725	10811
OXR1	23576	36124	8119	7382	2579	2181	1289	3273	2742	4508
ANGPT1	3	29	5954	4888	1512	5023	26	32	8	3
KCNV1	0	0	0	0	0	0	0	0	0	0
SYBU	5305	4539	4461	3362	518	1960	94	760	618	844
NUDCD1	712	957	739	615	205	212	203	267	41	324
PKHD1L1	16	21	26	13	17	18	21	11	34	18
LINC01608	8	14	9	56	11	9	2344	3824	26	289
LINC00536	7	17	21	24	39	39	70	73	35	78
TRPS1	19	7	963	641	4775	15409	2387	4350	1721	5139
SLC30A8	1	7	12	38	9	21	10	126	7	91
EIF3H	1257	1687	1086	929	424	685	788	847	931	869
EXT1	5791	5386	5747	3408	1725	5192	961	3431	1190	3778
TAF2	1245	1622	1292	1086	351	876	438	842	593	1286
DEPTOR	382	429	503	360	429	183	2727	2108	496	739
MTBP	426	439	320	224	150	294	63	112	63	104
COL14A1	45	38	58	35	23	25	91	71	30	36
LOC105375734	5954	5629	62	51	176	187	372	254	18	22
FAM83A	0	6	4	3	0	0	2	1	1	2
TBC1D31	991	947	1487	1262	200	292	123	340	254	825
ATAD2	190	215	452	492	213	463	15	253	251	439
ZHX2	3006	2601	2832	2541	3787	17455	4379	9506	3255	9742
FER1L6-AS2	7	22	20	20	1	0	1	0	1	0
MTSS1	6612	8629	3802	3740	2410	4541	2592	9668	8459	14346
TATDN1	835	877	1047	916	280	1149	487	945	232	930
FER1L6-AS1	0	0	0	0	0	0	0	0	0	0
FER1L6	16	18	22	19	7	9	9	11	14	14
TRIB1	73	102	0	11	41	232	2	73	1	119
NSMCE2	3133	4310	3912	3329	1421	3193	3752	5406	1016	3487
KIAA0196	931	918	1080	738	214	587	1078	2141	115	551
CASC8	10	9	240	84	14	22	29	96	43	103
CASC21	4	3	77	30	9	40	13	40	15	74
CCAT2	0	0	0	0	0	0	0	0	0	0
LINC00824	9	20	15	19	58	24	71	24	50	61
LINC00977	0	0	0	0	9	1	0	22	1	62
FAM49B	3448	3865	4501	3702	1550	596	2649	4706	3306	7282
GSDMC	2	1	0	1	1	0	1	4	0	0
CCDC26	6	12	19	10	262	51	10	398	208	1089
ASAP1	1654	2037	2905	2268	2334	10782	2932	12963	7508	19331
ADCY8	2932	2471	10586	8748	659	1984	76	1994	1085	3491
EFR3A	2244	2699	5492	4528	931	1570	583	981	650	697
LRRC6	210	172	2253	1899	324	1240	21	258	68	784
KCNQ3	245	261	10572	7473	4876	1626	204	1231	577	2630
SLA	0	0	0	0	0	0	0	0	0	0
TG	3	8	81	63	27	21	3	10	10	27
PHF20L1	1789	2131	1653	1340	759	1361	805	1339	432	1225
ST3GAL1	596	731	16	9	327	2333	31	122	10	98
ZFAT	721	736	909	749	464	550	274	810	108	808
LOC101927845	3	4	2	3	1	5	3	0	1	3
KHDRBS3	725	1289	641	508	1716	138	234	6241	4759	11268
COL22A1	10	10	11	53	3299	12564	32	8	30	11
TRAPPC9	9603	8425	6828	4832	3283	5565	4224	5414	2747	5626
PTK2	10493	11883	11856	9960	5837	16376	11808	18939	4592	14715
PTP4A3	7	4	30	30	4	11	0	5	2	23
DENND3	39	54	247	212	593	152	12	159	10	168
TSNARE1	690	1329	759	949	938	1300	982	969	823	674
ADGRB1	5	2	1076	1095	2531	7891	242	1447	2671	3529
ZFP41	70	48	129	75	28	159	53	255	24	41
LOC100133669	180	291	139	147	7	98	3	25	12	32
ZC3H3	251	210	491	278	196	237	144	192	826	172
ARHGAP39	1229	1389	1485	1048	219	807	774	949	196	678
TONSL	7	5	12	11	9	2	0	1	2	37
MROH1	1273	1214	2624	1647	334	789	50	459	172	535
HSF1	116	83	125	123	30	227	42	127	14	121
PLEC	341	245	626	332	56	611	4	83	92	129
ZNF7	558	494	547	369	192	393	293	379	28	406
ZNF596	267	330	267	195	119	202	100	208	118	229
RPL23AP53	435	354	465	293	134	215	107	141	18	140
OR4F21	1	0	6	0	0	0	18	0	0	0
FAM87A	6	4	5	5	0	8	0	5	0	0
FBXO25	1133	1477	1150	977	304	856	343	736	151	656
LOC401442	0	0	0	0	0	0	0	0	0	0
LOC286083	0	1	35	22	3	161	0	1	5	0
LOC101927752	13	4	12	1	17	113	4	25	0	3
MIR3674	2	4	19	3	0	2	0	15	0	0
MIR596	0	0	0	0	0	0	0	0	0	0
CLN8	90	60	305	112	74	204	296	292	70	260
KBTBD11	443	788	4	18	37	169	175	341	119	155
KBTBD11-OT1	2	9	0	1	26	24	0	23	0	68
MIR7160	0	0	0	0	0	0	0	0	0	0
LOC100287015	3	5	13	11	0	9	19	15	0	7
MIR8055	0	0	0	0	0	0	0	0	0	0
AGPAT5	826	1092	1254	996	504	928	466	772	334	1076
MIR4659B	0	0	0	0	0	0	0	0	0	0
MIR4659A	0	0	0	0	0	0	0	0	0	0
DEFA6	0	0	0	0	0	0	0	0	0	0
DEFA4	0	0	0	0	0	0	0	0	0	0
GS1-24F4.2	1	0	1	0	0	0	0	13	0	1
DEFB1	0	1	3	0	1	0	0	1	0	0
DEFA1B	0	0	0	0	0	0	0	0	0	0
DEFA5	0	0	0	0	0	0	0	0	0	0
DEFA10P	0	0	0	0	0	0	0	0	0	0
DEFA3	0	0	0	0	0	0	0	0	0	0
DEFA1	0	0	0	0	0	0	0	0	0	0
DEFT1P2	0	0	0	0	0	0	0	0	0	0
DEFT1P	0	0	0	0	0	0	0	0	0	0
DEFA11P	0	0	0	0	0	0	0	0	0	0
DEFA9P	0	0	0	0	0	0	0	0	0	0
DEFA8P	0	0	0	0	0	0	0	0	0	0
USP17L1	0	0	0	0	0	0	0	0	0	0
USP17L4	0	0	0	0	0	0	0	0	0	0
LINC00965	0	0	0	0	0	0	0	4	0	0
DEFB109P1	0	0	0	0	0	0	0	0	0	0
DEFB4B	0	0	0	0	0	0	0	0	0	0
SPAG11B	0	2	1	1	1	0	1	1	0	0
ZNF705G	0	0	1	1	0	0	0	1	0	0
DEFB103B	0	0	0	0	0	0	0	0	0	0
DEFB103A	0	0	0	0	0	0	0	0	0	0
FAM90A7P	0	0	1	0	0	0	0	0	0	0
PRR23D1	0	0	0	0	0	0	0	0	0	0
PRR23D2	0	0	0	0	0	0	0	0	0	0
DEFB106A	0	0	0	0	0	0	0	0	0	0
DEFB105A	0	0	0	0	0	0	0	0	0	0
DEFB106B	0	0	0	0	0	0	0	0	0	0
DEFB107A	0	0	0	0	0	0	0	0	0	0
DEFB107B	0	0	0	0	0	0	0	0	0	0
DEFB105B	0	0	0	0	0	0	0	0	0	0
FAM90A10P	0	0	0	0	0	0	0	0	0	0
SPAG11A	0	0	1	1	0	1	3	0	0	1
DEFB4A	0	0	0	0	0	0	0	0	0	0
ZNF705B	3	1	1	1	5	3	4	0	5	9
USP17L3	0	0	0	0	0	0	0	0	0	0
USP17L8	0	0	0	0	0	0	0	0	0	0
MIR548I3	3	1	0	1	1	0	0	3	0	0
FAM86B3P	44	45	22	75	16	108	12	57	10	16
SGK223	5172	6075	25	58	747	1332	37	334	158	196
CLDN23	0	0	0	1	1	7	0	0	0	0
MFHAS1	924	1037	1929	1251	299	779	87	318	489	657
ERI1	272	258	110	45	114	140	50	106	386	87
PPP1R3B	12	17	2	12	88	221	6	82	2	105
MIR4660	0	0	0	0	0	0	0	0	0	0
LOC101929128	2	1	0	2	9	9	4	24	0	0
LOC157273	1	1	0	0	1	2	0	0	3	2
MIR597	0	0	0	0	0	0	0	0	0	0
LINC00599	3552	3879	4561	3699	396	197	16	250	311	394
MIR124-1	4	21	37	12	0	0	0	0	0	0
LINCR-0001	1079	1285	465	510	32	243	13	116	102	47
PRSS55	37	38	49	47	18	59	5	31	2	81
SOX7	11	11	39	22	7	31	1	3	5	109
C8orf74	7	12	10	18	1	2	2	0	7	0
MIR4286	0	0	0	0	0	0	0	0	0	0
PINX1	1102	932	1035	700	162	206	161	600	86	499
MIR1322	0	0	0	0	0	0	0	0	0	0
LOC101929229	8	16	7	5	0	11	0	5	1	0
MIR598	0	0	0	0	0	0	0	0	0	0
LOC101929269	0	0	0	0	0	0	0	0	0	0
TDH	8	16	167	157	88	1294	2	37	2	237
MTMR9	748	711	1055	764	340	636	219	539	301	340
SLC35G5	2	1	2	1	0	3	0	1	0	1
FAM167A	9	19	78	75	132	1018	2	10	2	14
LINC00208	0	0	0	0	0	0	0	1	0	0
NEIL2	76	96	213	148	80	136	15	219	304	245
C8orf49	0	0	0	0	0	0	0	0	0	0
GATA4	5	4	2	3	3	2	1	2	6	1
SNORA99	0	0	0	0	0	0	0	0	0	0
CTSB	371	341	983	595	539	772	186	577	378	451
DEFB136	4	3	0	0	0	1	0	0	0	1
DEFB135	6	22	0	8	0	0	0	5	1	17
DEFB134	34	76	26	57	1	2	0	6	2	19
LOC392196	0	0	0	0	0	0	0	0	0	0
FAM90A2P	18	10	26	27	1	55	2	32	2	22
USP17L2	0	0	0	0	0	0	0	0	0	0
LOC100133267	0	0	0	0	0	0	0	0	0	0
ZNF705D	0	1	0	3	0	1	0	1	0	0
DEFB130	0	0	0	0	0	0	0	0	0	0
USP17L7	0	0	0	0	0	0	0	0	0	0
FAM66D	350	345	391	263	112	377	114	411	102	258
FAM86B2	28	22	43	44	7	27	0	27	1	36
LOC649352	0	0	0	0	0	0	0	0	0	0
FAM66A	690	882	1095	1056	191	576	78	679	147	817
FAM90A25P	2	1	7	3	0	9	0	3	14	1
MIR3926-2	0	0	0	0	0	0	0	0	0	0
MIR3926-1	0	0	0	0	0	0	0	0	0	0
LINC00681	0	0	0	1	0	0	1	0	0	0
LOC340357	2	2	3	0	3	5	1	0	1	0
LONRF1	645	884	382	407	227	1430	10	397	44	598
C8orf48	0	0	0	0	24	202	1	29	0	0
MIR383	0	0	0	0	0	0	0	0	0	0
FGF20	20	33	0	0	40	1	1	0	2	0
CNOT7	405	681	241	200	119	155	98	194	9	129
VPS37A	1996	2924	1747	1620	878	536	1688	1559	805	1169
PDGFRL	201	172	166	152	20	50	48	169	10	47
MIR548V	0	0	0	0	0	0	0	0	0	0
FGL1	1	1	86	56	85	21	2	2	2	1
ASAH1	669	696	1131	820	295	390	333	429	380	378
NAT2	10	6	5	13	1	4	0	1	0	13
LOC100128993	0	1	7	2	53	122	0	8	7	7
SH2D4A	2	0	11	9	66	148	3	372	189	540
INTS10	656	772	1033	652	241	426	461	660	364	476
LPL	5	2	2335	1477	41	46	1	40	261	2
SLC18A1	1	3	0	2	5	0	0	0	5	2
ATP6V1B2	766	871	1332	1150	355	603	157	610	382	411
LZTS1-AS1	0	0	1	2	45	30	1	90	0	142
LZTS1	0	0	2	0	3	34	1	16	8	27
LOC102467222	0	1	0	1	2	1	1	2	2	0
LOC286114	0	1	0	0	0	0	0	0	1	0
LOC101929172	0	0	0	0	0	0	2	0	0	0
DOK2	0	0	0	1	1	1	0	0	0	0
XPO7	1816	2347	2190	2002	535	1644	448	1655	425	1436
NPM2	162	145	255	231	8	41	1	76	42	68
REEP4	3	1	1	1	62	7	2	11	1	5
DMTN	438	464	538	486	30	119	6	141	5	105
HR	88	82	23	5	64	109	22	140	5	30
FGF17	27	40	58	31	14	7	0	12	18	2
FAM160B2	114	85	231	132	66	219	73	216	163	267
NUDT18	8	0	8	5	0	0	0	0	0	0
POLR3D	53	35	67	63	25	72	188	107	1	173
SFTPC	0	0	1	1	0	0	1	9	0	0
BMP1	223	161	742	358	248	522	65	342	37	293
PHYHIP	714	468	2142	1184	50	176	2	233	222	33
MIR320A	0	0	0	0	0	0	0	0	0	0
LOC100507071	87	107	100	111	98	257	76	149	22	47
PPP3CC	1739	2601	2449	2025	911	1569	461	1737	1796	3672
C8orf58	12	20	22	1	20	48	0	2	24	1
BIN3	204	129	223	112	64	198	381	133	26	126
SORBS3	107	118	38	30	45	175	8	156	44	61
PDLIM2	72	44	19	7	20	134	30	2	0	39
BIN3-IT1	0	0	0	0	0	0	0	0	0	0
CCAR2	279	270	465	272	154	324	91	284	64	134
EGR3	1	0	0	5	6	0	0	1	1	0
LOC101929237	0	0	0	0	0	0	0	0	0	0
RHOBTB2	345	211	254	238	123	1104	1	183	189	328
TNFRSF10C	0	0	0	0	6	0	1	1	0	0
TNFRSF10D	2	0	2	1	138	1	3	0	3	0
LOC254896	0	0	0	0	0	1	0	0	0	3
CHMP7	417	369	579	382	129	405	164	283	60	928
R3HCC1	26	14	87	34	10	22	55	55	80	10
LOC389641	0	1	1	0	2	13	1	0	2	0
ENTPD4	705	632	1260	808	212	812	139	1032	281	433
LOC100507156	0	0	0	0	0	0	0	0	0	0
SLC25A37	134	115	503	314	685	902	142	443	137	270
NKX3-1	0	0	0	1	0	0	1	1	0	0
NKX2-6	1	0	0	0	0	0	0	0	0	0
STC1	0	0	3	1	0	1	0	0	3	0
ADAM28	1	0	18	25	13	3	0	1	0	0
ADAMDEC1	0	0	0	0	0	0	0	0	0	0
ADAM7	0	0	0	0	0	0	0	0	0	0
NEFL	63	7	1148	1316	21	7	121	65	0	5
MIR6841	0	0	0	0	0	0	0	0	0	0
NEFM	236	319	1900	3683	10	26	33	302	10	18
GNRH1	28	35	43	19	9	123	67	166	1	3
MIR6876	0	0	0	0	0	0	0	0	0	0
CDCA2	3	2	9	5	4	1	3	4	3	2
BNIP3L	302	428	407	429	419	477	522	789	374	325
PNMA2	31	38	1117	1096	93	202	25	82	109	289
ADRA1A	10	10	16	72	2676	17219	124	3669	1966	7914
MIR548H4	0	0	0	0	0	0	0	0	0	0
STMN4	420	566	665	534	21	192	665	2332	996	1165
TRIM35	143	118	206	121	47	193	115	197	140	63
MIR6842	0	0	0	0	0	0	0	0	0	0
CHRNA2	36	25	65	50	4	9	0	17	0	0
CLU	738	560	952	573	725	7132	641	990	221	1031
MIR6843	0	0	0	0	0	0	0	0	0	0
CCDC25	430	566	526	618	257	2009	225	392	147	478
MIR3622B	0	0	0	0	0	3	0	0	0	0
MIR3622A	0	0	0	0	0	0	0	0	0	0
PBK	2	2	3	1	3	1	3	1	6	12
MIR4287	0	0	0	0	0	0	0	0	0	0
PNOC	3	1	52	37	4	5	2	0	2	3
ZNF395	137	241	198	233	342	1407	117	425	107	604
MIR4288	0	0	0	0	0	0	0	0	0	0
EXTL3-AS1	21	40	49	38	9	62	9	63	1	25
DUSP4	63	38	71	26	30	268	5	38	6	26
LINC00589	3	2	4	2	11	2	31	0	13	2
LOC101929470	0	0	0	0	1	0	1	0	3	0
FAM183CP	0	0	0	0	2	0	3	2	5	0
MIR3148	0	0	0	0	0	0	0	0	0	0
MBOAT4	8	5	1	8	3	9	3	10	0	0
LEPROTL1	238	266	291	242	121	164	66	113	102	229
SARAF	654	678	828	460	200	538	396	402	127	509
DCTN6	248	258	368	289	109	394	111	295	175	178
RBPMS-AS1	0	0	0	0	1	0	0	0	0	0
GTF2E2	836	1014	872	719	240	345	484	316	262	511
SMIM18	0	0	0	0	0	0	0	0	0	0
UBXN8	23	31	91	39	12	110	85	45	37	88
GSR	824	975	1576	955	163	282	129	266	152	455
TEX15	0	0	7	0	1	22	1	3	0	0
PURG	1845	3119	2533	2108	331	1448	151	889	271	1752
NRG1-IT3	0	0	0	0	0	0	0	0	0	0
TTI2	26	26	48	26	42	33	30	26	21	12
MAK16	148	178	219	198	91	146	106	73	23	25
SNORD13	2	1	1	0	3	2	1	0	2	0
DUSP26	92	132	182	142	4	50	9	143	64	116
LINC01288	1	6	3	3	6	1	11	3	8	1
LOC101929550	0	0	0	0	0	0	0	0	0	0
ZNF703	61	81	4	14	14	13	41	16	1	10
LOC728024	0	0	0	0	0	0	0	0	0	0
LOC102723701	1	2	7	11	0	1	0	18	0	0
LOC101929622	7	10	18	5	2	20	2	12	2	26
ADGRA2	267	201	219	202	10	25	2	85	108	18
PROSC	87	138	151	101	14	30	47	130	82	89
BRF2	20	12	56	15	7	13	66	23	0	5
GOT1L1	0	1	2	1	1	0	0	0	0	2
ADRB3	0	1	0	0	0	0	0	0	0	0
ASH2L	393	430	450	369	160	255	547	281	197	357
EIF4EBP1	3	5	2	7	23	31	3	12	3	56
BAG4	281	402	520	508	77	161	157	205	39	107
PLPP5	121	150	198	131	70	325	38	91	35	67
LSM1	128	120	90	79	32	118	97	143	411	296
DDHD2	660	755	859	617	255	570	256	448	269	347
STAR	22	11	50	40	4	41	0	15	0	2
WHSC1L1	3148	4325	3177	2786	1816	6000	1631	3673	1073	3749
FGFR1	2893	2732	35	71	474	2023	110	1917	2914	3438
C8orf86	64	228	1	4	20	19	3	29	1	130
RNF5P1	0	1	1	0	0	0	0	3	0	2
TM2D2	95	116	122	96	14	33	9	46	0	3
HTRA4	9	25	8	7	1	11	0	11	2	6
LOC100130964	0	1	0	0	1	0	1	0	0	1
ADAM2	1	4	34	11	1	1	8	4	8	9
IDO1	0	1	0	0	0	1	0	1	3	1
C8orf4	0	0	1	0	0	0	0	12	0	0
MIR548AO	0	0	0	0	0	0	0	0	0	0
GINS4	2	5	1	1	0	22	1	1	0	4
GOLGA7	281	353	243	197	64	235	179	635	79	158
MIR486-1	0	0	0	0	0	0	0	0	0	0
MIR486-2	0	0	0	0	0	0	0	0	0	0
GPAT4	1045	1236	461	355	280	371	274	259	222	165
NKX6-3	0	1	0	0	0	0	0	0	0	0
AP3M2	182	152	299	234	78	97	100	116	34	77
IKBKB	748	628	804	418	348	722	321	608	213	682
LOC101929897	1	6	6	3	3	1	4	0	7	0
POLB	4002	5779	762	593	478	334	81	531	100	594
DKK4	38	89	7	10	0	44	0	11	0	0
VDAC3	199	285	371	251	59	121	32	151	372	68
SMIM19	115	164	70	58	32	254	49	85	110	175
THAP1	33	50	25	20	1	23	11	24	64	78
CHRNA6	39	101	0	0	3	4	0	4	1	1
MIR4469	0	0	0	0	0	0	0	0	0	0
FNTA	626	733	585	377	347	516	503	828	383	397
HGSNAT	1407	1848	1338	1272	748	2010	695	1389	538	1345
POTEA	11	34	14	28	29	15	32	16	22	17
LINC00293	0	0	0	0	1	0	0	0	0	0
LOC100287846	33	30	77	86	18	54	100	54	273	41
CEBPD	3	2	11	3	85	30	12	0	1	0
UBE2V2	644	882	907	631	270	342	643	325	491	729
LOC101929217	0	0	0	0	0	0	0	0	0	0
EFCAB1	11	19	0	0	1	2	1	0	1	1
SNAI2	45	49	0	0	0	12	0	1	0	0
C8orf22	0	0	1	0	0	2	1	1	1	0
LOC100507464	0	1	0	1	0	1	0	1	1	0
PCMTD1	2616	3832	3639	2827	1101	1654	1129	1456	1395	1341
LOC101929341	0	0	0	0	0	0	0	0	0	0
NPBWR1	0	0	0	0	0	0	0	0	1	0
OPRK1	11	4	0	0	1	0	0	1	2	0
LYPLA1	847	881	1265	777	317	279	129	202	106	289
MRPL15	85	61	159	100	64	96	8	57	1	30
RNU105C	0	0	0	0	0	0	0	0	0	0
SOX17	0	0	0	0	1	0	0	0	0	0
RP1	1	0	0	0	0	0	0	0	3	1
SBF1P1	0	0	0	0	0	0	0	0	0	0
LOC105375843	0	0	0	0	0	0	0	0	0	0
TMEM68	394	424	794	650	129	288	86	252	297	591
TGS1	798	842	894	746	226	320	306	453	101	274
RPS20	284	339	348	361	151	216	132	217	99	183
SNORD54	0	0	0	0	0	0	0	0	0	0
PLAG1	598	961	333	388	96	65	157	289	6	4
CHCHD7	87	89	43	34	301	46	119	38	2	3
MOS	0	0	0	0	0	0	0	0	0	0
SDR16C5	14	4	3	1	4	0	0	0	0	0
PENK	1	0	3	0	1	0	0	3	1	0
SDR16C6P	0	0	2	4	0	0	2	0	3	1
LINC00968	2	5	0	2	33	3	6	0	7	5
IMPAD1	1627	1584	2055	1631	477	734	639	1221	209	748
LINC01606	2	0	0	4	0	11	1	0	0	1
LOC286177	0	1	0	0	2	8	4	1	1	0
LINC00588	0	0	1	0	0	0	1	0	0	0
LOC101929488	0	0	0	0	0	3	1	0	0	0
LOC286178	2	0	1	2	4	0	9	13	6	45
LINC01602	0	1	0	0	0	0	0	0	0	0
LOC101929528	0	0	5	1	8	34	0	3	0	0
UBXN2B	1298	1676	1516	1280	235	872	237	871	216	779
SDCBP	762	961	923	882	263	389	130	321	762	328
CYP7A1	0	2	2	0	0	0	0	0	0	0
CA8	254	266	157	8	43	615	87	1002	1444	1885
LINC01301	3	10	5	4	3	69	11	13	12	0
LOC100130298	93	74	1	1	4	1	0	4	0	0
MIR4470	0	0	0	0	0	0	0	0	0	0
GGH	481	493	259	215	71	266	89	74	174	22
UG0898H09	0	0	0	0	0	0	0	0	0	0
TTPA	27	5	143	47	531	1597	5	64	170	212
YTHDF3-AS1	0	0	0	0	0	0	11	0	0	0
LOC102724612	3	8	26	18	0	4	0	0	0	0
LINC01289	6	6	8	8	5	3	6	3	9	3
MIR124-2HG	342	586	421	297	4	53	4	38	37	4
MIR124-2	0	0	0	0	0	0	0	0	0	0
LOC401463	0	0	5	9	0	0	1	0	0	0
BHLHE22	0	6	1057	1081	40	0	11	28	2	0
LINC00251	1	0	9	10	0	0	1	8	1	1
ARMC1	347	477	474	413	129	314	161	288	176	180
TRIM55	217	205	4	5	0	4	1	1	3	0
CRH	0	0	0	0	0	0	0	0	0	0
LINC00967	0	2	3	1	1	3	0	0	0	0
RRS1	6	4	6	10	5	49	4	1	0	1
RRS1-AS1	6	1	8	3	7	93	0	2	0	4
C8orf46	44	43	89	72	88	586	582	1594	164	1468
VCPIP1	318	454	478	381	172	173	178	252	80	112
C8orf44	0	0	0	0	0	0	0	0	0	0
PTTG3P	0	0	0	0	0	0	0	0	0	0
MCMDC2	546	602	319	351	76	377	52	279	51	378
SNHG6	61	87	83	94	186	52	141	72	32	27
TCF24	5	6	11	14	5	28	11	6	9	4
SNORD87	0	0	0	0	0	0	0	0	0	0
COPS5	281	352	347	268	170	210	195	338	20	497
PPP1R42	3	12	80	83	91	107	5	45	14	8
C8orf34-AS1	358	282	42	23	3	21	1	8	1	0
LINC01603	0	1	1	0	4	1	5	1	3	0
PRDM14	1	0	4	4	0	2	4	0	2	0
LOC101926892	3	2	1	17	0	9	0	4	2	0
TRAM1	693	742	601	496	212	472	176	431	208	645
XKR9	14	28	93	277	32	10	97	192	32	90
MSC	0	0	0	0	0	0	0	0	0	0
TRPA1	0	0	0	0	0	0	0	0	1	0
TERF1	1247	1355	674	593	166	571	246	624	175	451
SBSPON	105	169	80	67	102	109	6	66	8	75
C8orf89	5	14	38	25	19	17	4	8	62	16
RDH10	10	10	33	14	12	95	3	17	7	24
RPL7	116	91	61	37	53	83	49	178	1	39
RDH10-AS1	1	0	0	1	4	0	3	0	5	2
STAU2-AS1	2	0	2	0	0	0	0	0	0	0
LY96	40	75	11	16	122	38	20	33	8	12
TCEB1	357	345	302	220	144	158	208	137	106	339
TMEM70	48	45	47	21	4	3	12	19	8	1
GDAP1	1241	1634	1676	1223	306	938	630	1298	717	1590
MIR5681B	0	0	0	0	0	0	0	0	0	0
MIR5681A	0	0	0	0	0	0	0	0	0	0
MIR2052	0	0	0	0	0	0	0	0	0	0
CRISPLD1	2	1	38	52	9	28	6	373	211	1487
HNF4G	1	0	2	2	44	67	0	9	104	3
PEX2	231	269	205	125	265	347	257	314	37	528
MIR3149	0	0	0	0	0	0	0	2	0	0
PKIA	1894	2908	447	550	171	763	71	684	253	977
PKIA-AS1	0	0	0	0	0	0	0	0	0	0
LOC101241902	20	33	4	10	0	3	1	4	0	12
ZC2HC1A	1305	1941	386	288	467	671	329	586	343	719
STMN2	3976	5441	2061	1743	163	229	44	690	9	104
HEY1	47	77	21	32	5	21	9	122	12	98
LINC01607	0	0	0	0	0	0	1	0	1	0
MIR5708	0	0	0	0	0	0	0	0	0	0
ZBTB10	416	621	211	213	258	328	85	305	364	221
FABP5	35	50	33	14	16	80	6	51	66	157
PMP2	1	2	1	9	18	232	224	438	160	356
FABP4	0	0	0	0	0	0	0	9	0	0
FABP9	0	0	0	0	0	4	0	8	0	1
ZFAND1	890	1339	1066	818	130	131	198	207	257	204
SLC10A5	28	48	13	23	0	1	0	0	0	1
CHMP4C	1	0	1	0	1	2	10	1	4	0
SNX16	344	627	695	600	149	288	61	215	207	209
LOC101927141	1	9	6	5	36	8	44	5	24	4
LINC01419	0	0	1	0	2	1	0	0	0	1
LRRCC1	49	46	266	182	263	585	110	263	184	797
LOC102723322	6	0	10	4	4	44	1	11	0	11
C8orf59	117	133	96	77	34	152	147	82	20	65
CA13	157	154	82	54	30	133	35	86	71	152
CA1	408	576	147	198	196	885	69	443	816	849
CA3	5	5	2	5	0	7	11	6	1	6
CA2	0	0	226	87	31	109	1213	1671	4	66
REXO1L2P	0	0	0	0	0	0	0	0	0	0
PSKH2	2	8	3	1	5	2	101	113	8	4
SLC7A13	2	7	1	0	0	0	3	0	0	3
CPNE3	725	898	693	535	202	320	382	392	174	529
DCAF4L2	0	0	0	0	0	0	0	8	0	3
LOC101929709	281	235	472	436	1652	1408	1064	658	1697	1263
NBN	610	934	920	714	207	454	231	447	167	249
CALB1	22	33	282	191	11	61	4	45	5	17
TMEM64	136	202	171	137	35	98	529	356	43	345
LINC01030	6	16	18	19	1	2	22	33	0	0
OTUD6B	143	171	220	175	140	162	86	149	75	151
TMEM55A	659	719	871	657	343	926	319	440	250	585
OTUD6B-AS1	147	205	388	306	77	166	99	121	67	208
MIR4661	0	0	0	0	0	0	0	0	0	0
LRRC69	47	102	90	141	305	362	106	274	198	130
LOC102724710	123	208	8	5	0	4	8	4	5	1
FLJ46284	11	14	5	6	15	16	4	51	4	1
MIR8084	0	0	0	0	0	0	0	0	0	0
C8orf87	1	2	3	6	0	99	1	0	1	0
RBM12B-AS1	0	0	0	0	0	0	0	0	0	0
TMEM67	342	412	877	638	262	550	10	100	316	160
RBM12B	353	511	296	291	178	280	168	291	73	398
PDP1	86	75	179	172	42	170	7	50	3	19
MIR378D2	0	0	0	2	0	0	0	0	0	0
CDH17	17	43	35	56	10	139	15	59	14	71
GEM	0	0	0	0	10	76	1	1	2	0
FSBP	0	0	0	0	0	0	0	0	0	0
RAD54B	346	425	864	661	273	237	227	209	259	540
LOC100288748	0	0	0	0	0	0	0	0	1	0
ESRP1	6	2	3	2	4	6	7	1	4	2
INTS8	1399	1768	1703	1292	483	1003	320	1169	807	1207
CCNE2	160	189	109	163	18	145	46	111	6	45
TP53INP1	340	438	185	260	47	196	215	231	34	218
